Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
C9300-48S;Cisco C9300-48S Managed Switch (L3) – 48× 1G-SFP, 19-Zoll (1 HE);"<p>Der Cisco C9300-48S ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× 1G-SFP. Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 256 Gbit/s und reine Datenports; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-48S ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× 1G-SFP, ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 48 Ports erreicht der C9300-48S eine Switching-Kapazität von 256 Gbit/s bei einer Weiterleitungsrate von 190,47 Mpps; er arbeitet als reiner Daten-Switch ohne PoE-Einspeisung. Die Uplink-Anbindung des C9300-48S erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 715 W AC-Stromversorgung arbeitet der C9300-48S laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-48S 1-Gigabit-Glasfaser-Aggregation über SFP-Ports sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-48S als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-48s;7,86;9,86;C9300-48S;Cisco;standard;Stk;Cisco C9300-48S Managed Switch (L3) | Hexwaren;Original Cisco C9300-48S: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× 1G-SFP, Switching-Kapazität 256 Gbit/s, ohne PoE, 19-Zoll-Rackmontage (1 HE). Stacking via StackWise-480. Betrieb …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-24T-4G;Cisco C9300L-24T-4G Managed Switch (L3) – 24× Gigabit-RJ45 (Data) + 4× 1G-SFP (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-24T-4G ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (Data) + 4× 1G-SFP (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 56 Gbit/s und reine Datenports; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-24T-4G ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× Gigabit-RJ45 (Data) + 4× 1G-SFP (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 28 Ports erreicht der C9300L-24T-4G eine Switching-Kapazität von 56 Gbit/s bei einer Weiterleitungsrate von 41,66 Mpps; er arbeitet als reiner Daten-Switch ohne PoE-Einspeisung. Die Uplink-Anbindung des C9300L-24T-4G erfolgt über 4× 1G-SFP, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 350 W AC-Stromversorgung arbeitet der C9300L-24T-4G laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-24T-4G dichte Gigabit-Aggregation für den Campus-Access sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-24T-4G als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-24t-4g;6,78;8,78;C9300L-24T-4G;Cisco;standard;Stk;Cisco C9300L-24T-4G Managed Switch (L3) | Hexwaren;Original Cisco C9300L-24T-4G: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (Data), Switching-Kapazität 56 Gbit/s, ohne PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-24T-4X;Cisco C9300L-24T-4X Managed Switch (L3) – 24× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-24T-4X ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 128 Gbit/s und reine Datenports; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-24T-4X ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 28 Ports erreicht der C9300L-24T-4X eine Switching-Kapazität von 128 Gbit/s bei einer Weiterleitungsrate von 95,23 Mpps; er arbeitet als reiner Daten-Switch ohne PoE-Einspeisung. Die Uplink-Anbindung des C9300L-24T-4X erfolgt über 4× 10G/1G-SFP+, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 350 W AC-Stromversorgung arbeitet der C9300L-24T-4X laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-24T-4X dichte Gigabit-Aggregation für den Campus-Access sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-24T-4X als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-24t-4x;6,78;8,78;C9300L-24T-4X;Cisco;standard;Stk;Cisco C9300L-24T-4X Managed Switch (L3) | Hexwaren;Original Cisco C9300L-24T-4X: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (Data), Switching-Kapazität 128 Gbit/s, ohne PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-48T-4G;Cisco C9300L-48T-4G Managed Switch (L3) – 48× Gigabit-RJ45 (Data) + 4× 1G-SFP (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-48T-4G ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (Data) + 4× 1G-SFP (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 104 Gbit/s und reine Datenports; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-48T-4G ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (Data) + 4× 1G-SFP (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 52 Ports erreicht der C9300L-48T-4G eine Switching-Kapazität von 104 Gbit/s bei einer Weiterleitungsrate von 77,38 Mpps; er arbeitet als reiner Daten-Switch ohne PoE-Einspeisung. Die Uplink-Anbindung des C9300L-48T-4G erfolgt über 4× 1G-SFP, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 350 W AC-Stromversorgung arbeitet der C9300L-48T-4G laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-48T-4G dichte Gigabit-Aggregation für den Campus-Access sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-48T-4G als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-48t-4g;7,00;9,00;C9300L-48T-4G;Cisco;standard;Stk;Cisco C9300L-48T-4G Managed Switch (L3) | Hexwaren;Original Cisco C9300L-48T-4G: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (Data), Switching-Kapazität 104 Gbit/s, ohne PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-48T-4X;Cisco C9300L-48T-4X Managed Switch (L3) – 48× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-48T-4X ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 176 Gbit/s und reine Datenports; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-48T-4X ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 52 Ports erreicht der C9300L-48T-4X eine Switching-Kapazität von 176 Gbit/s bei einer Weiterleitungsrate von 130,95 Mpps; er arbeitet als reiner Daten-Switch ohne PoE-Einspeisung. Die Uplink-Anbindung des C9300L-48T-4X erfolgt über 4× 10G/1G-SFP+, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 350 W AC-Stromversorgung arbeitet der C9300L-48T-4X laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-48T-4X dichte Gigabit-Aggregation für den Campus-Access sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-48T-4X als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-48t-4x;7,00;9,00;C9300L-48T-4X;Cisco;standard;Stk;Cisco C9300L-48T-4X Managed Switch (L3) | Hexwaren;Original Cisco C9300L-48T-4X: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (Data), Switching-Kapazität 176 Gbit/s, ohne PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-24P-4G;Cisco C9300L-24P-4G Managed Switch (L3) – 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-24P-4G ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 56 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-24P-4G ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 28 Ports erreicht der C9300L-24P-4G eine Switching-Kapazität von 56 Gbit/s bei einer Weiterleitungsrate von 41,66 Mpps; er versorgt über PoE+ (Budget 505 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300L-24P-4G erfolgt über 4× 1G-SFP, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 715 W AC-Stromversorgung arbeitet der C9300L-24P-4G laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-24P-4G PoE+ nach IEEE 802.3at für Access Points und IP-Telefonie sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-24P-4G als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-24p-4g;6,81;8,81;C9300L-24P-4G;Cisco;standard;Stk;Cisco C9300L-24P-4G Managed Switch (L3) | Hexwaren;Original Cisco C9300L-24P-4G: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (PoE+, 30 W), Switching-Kapazität 56 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-24P-4X;Cisco C9300L-24P-4X Managed Switch (L3) – 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-24P-4X ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 128 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-24P-4X ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 28 Ports erreicht der C9300L-24P-4X eine Switching-Kapazität von 128 Gbit/s bei einer Weiterleitungsrate von 95,23 Mpps; er versorgt über PoE+ (Budget 505 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300L-24P-4X erfolgt über 4× 10G/1G-SFP+, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 715 W AC-Stromversorgung arbeitet der C9300L-24P-4X laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-24P-4X PoE+ nach IEEE 802.3at für Access Points und IP-Telefonie sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-24P-4X als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-24p-4x;6,81;8,81;C9300L-24P-4X;Cisco;standard;Stk;Cisco C9300L-24P-4X Managed Switch (L3) | Hexwaren;Original Cisco C9300L-24P-4X: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (PoE+, 30 W), Switching-Kapazität 128 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-48P-4G;Cisco C9300L-48P-4G Managed Switch (L3) – 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-48P-4G ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 104 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-48P-4G ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 52 Ports erreicht der C9300L-48P-4G eine Switching-Kapazität von 104 Gbit/s bei einer Weiterleitungsrate von 77,38 Mpps; er versorgt über PoE+ (Budget 505 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300L-48P-4G erfolgt über 4× 1G-SFP, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 715 W AC-Stromversorgung arbeitet der C9300L-48P-4G laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-48P-4G PoE+ nach IEEE 802.3at für Access Points und IP-Telefonie sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-48P-4G als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-48p-4g;7,03;9,03;C9300L-48P-4G;Cisco;standard;Stk;Cisco C9300L-48P-4G Managed Switch (L3) | Hexwaren;Original Cisco C9300L-48P-4G: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W), Switching-Kapazität 104 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-48P-4X;Cisco C9300L-48P-4X Managed Switch (L3) – 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-48P-4X ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 176 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-48P-4X ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 52 Ports erreicht der C9300L-48P-4X eine Switching-Kapazität von 176 Gbit/s bei einer Weiterleitungsrate von 130,95 Mpps; er versorgt über PoE+ (Budget 505 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300L-48P-4X erfolgt über 4× 10G/1G-SFP+, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 715 W AC-Stromversorgung arbeitet der C9300L-48P-4X laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-48P-4X PoE+ nach IEEE 802.3at für Access Points und IP-Telefonie sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-48P-4X als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-48p-4x;7,03;9,03;C9300L-48P-4X;Cisco;standard;Stk;Cisco C9300L-48P-4X Managed Switch (L3) | Hexwaren;Original Cisco C9300L-48P-4X: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W), Switching-Kapazität 176 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-48PF-4G;Cisco C9300L-48PF-4G Managed Switch (L3) – 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-48PF-4G ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 104 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-48PF-4G ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 52 Ports erreicht der C9300L-48PF-4G eine Switching-Kapazität von 104 Gbit/s bei einer Weiterleitungsrate von 77,38 Mpps; er versorgt über PoE+ (Budget 890 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300L-48PF-4G erfolgt über 4× 1G-SFP, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300L-48PF-4G laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-48PF-4G PoE+ nach IEEE 802.3at für Access Points und IP-Telefonie sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-48PF-4G als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-48pf-4g;7,03;9,03;C9300L-48PF-4G;Cisco;standard;Stk;Cisco C9300L-48PF-4G Managed Switch (L3) | Hexwaren;Original Cisco C9300L-48PF-4G: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W), Switching-Kapazität 104 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300L-48PF-4X;Cisco C9300L-48PF-4X Managed Switch (L3) – 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink), 19-Zoll (1 HE);"<p>Der Cisco C9300L-48PF-4X ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 176 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300L-48PF-4X ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 52 Ports erreicht der C9300L-48PF-4X eine Switching-Kapazität von 176 Gbit/s bei einer Weiterleitungsrate von 130,95 Mpps; er versorgt über PoE+ (Budget 890 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300L-48PF-4X erfolgt über 4× 10G/1G-SFP+, im Stack bündelt StackWise-320 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300L-48PF-4X laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300L-48PF-4X PoE+ nach IEEE 802.3at für Access Points und IP-Telefonie sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300L-48PF-4X als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300l-48pf-4x;7,03;9,03;C9300L-48PF-4X;Cisco;standard;Stk;Cisco C9300L-48PF-4X Managed Switch (L3) | Hexwaren;Original Cisco C9300L-48PF-4X: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (PoE+, 30 W), Switching-Kapazität 176 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
