Artikelnummer,Attributname,Attributwert
MCP1650-V01AE30,FAQ,"Welche Datenrate und Bauform hat das MCP1650-V01AE30?||Das MCP1650-V01AE30 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP1650-V01AE30?||Das MCP1650-V01AE30 hat eine feste Länge von 30 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP1650-V01AE30 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP1650-V01AE30?||Das MCP1650-V01AE30 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP1650-V01AE30?||Das MCP1650-V01AE30 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP1650-V01AE30 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP1650-V01AE30 mit NVIDIA-Geräten kompatibel?||Das MCP1650-V01AE30 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP1650-V002E26,FAQ,"Welche Datenrate und Bauform hat das MCP1650-V002E26?||Das MCP1650-V002E26 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP1650-V002E26?||Das MCP1650-V002E26 hat eine feste Länge von 30 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP1650-V002E26 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP1650-V002E26?||Das MCP1650-V002E26 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP1650-V002E26?||Das MCP1650-V002E26 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP1650-V002E26 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP1650-V002E26 mit NVIDIA-Geräten kompatibel?||Das MCP1650-V002E26 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP1650-V00AE30,FAQ,"Welche Datenrate und Bauform hat das MCP1650-V00AE30?||Das MCP1650-V00AE30 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP1650-V00AE30?||Das MCP1650-V00AE30 hat eine feste Länge von 30 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP1650-V00AE30 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP1650-V00AE30?||Das MCP1650-V00AE30 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP1650-V00AE30?||Das MCP1650-V00AE30 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP1650-V00AE30 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP1650-V00AE30 mit NVIDIA-Geräten kompatibel?||Das MCP1650-V00AE30 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP1650-V02AE26,FAQ,"Welche Datenrate und Bauform hat das MCP1650-V02AE26?||Das MCP1650-V02AE26 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP1650-V02AE26?||Das MCP1650-V02AE26 hat eine feste Länge von 26 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP1650-V02AE26 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP1650-V02AE26?||Das MCP1650-V02AE26 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP1650-V02AE26?||Das MCP1650-V02AE26 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP1650-V02AE26 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP1650-V02AE26 mit NVIDIA-Geräten kompatibel?||Das MCP1650-V02AE26 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP7H50-H001R30,FAQ,"Welche Datenrate und Bauform hat das MCP7H50-H001R30?||Das MCP7H50-H001R30 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP7H50-H001R30?||Das MCP7H50-H001R30 hat eine feste Länge von 30 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP7H50-H001R30 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP7H50-H001R30?||Das MCP7H50-H001R30 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP7H50-H001R30?||Das MCP7H50-H001R30 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP7H50-H001R30 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP7H50-H001R30 mit NVIDIA-Geräten kompatibel?||Das MCP7H50-H001R30 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP7H50-H002R26,FAQ,"Welche Datenrate und Bauform hat das MCP7H50-H002R26?||Das MCP7H50-H002R26 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP7H50-H002R26?||Das MCP7H50-H002R26 hat eine feste Länge von 26 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP7H50-H002R26 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP7H50-H002R26?||Das MCP7H50-H002R26 ist als QSFP56 auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP7H50-H002R26?||Das MCP7H50-H002R26 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP7H50-H002R26 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP7H50-H002R26 mit NVIDIA-Geräten kompatibel?||Das MCP7H50-H002R26 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP7H50-H02AR26,FAQ,"Welche Datenrate und Bauform hat das MCP7H50-H02AR26?||Das MCP7H50-H02AR26 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP7H50-H02AR26?||Das MCP7H50-H02AR26 hat eine feste Länge von 26 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP7H50-H02AR26 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP7H50-H02AR26?||Das MCP7H50-H02AR26 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP7H50-H02AR26?||Das MCP7H50-H02AR26 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP7H50-H02AR26 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP7H50-H02AR26 mit NVIDIA-Geräten kompatibel?||Das MCP7H50-H02AR26 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP7H70-V001R30,FAQ,"Welche Datenrate und Bauform hat das MCP7H70-V001R30?||Das MCP7H70-V001R30 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP7H70-V001R30?||Das MCP7H70-V001R30 hat eine feste Länge von 30 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP7H70-V001R30 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP7H70-V001R30?||Das MCP7H70-V001R30 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP7H70-V001R30?||Das MCP7H70-V001R30 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP7H70-V001R30 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP7H70-V001R30 mit NVIDIA-Geräten kompatibel?||Das MCP7H70-V001R30 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP7H70-V002R26,FAQ,"Welche Datenrate und Bauform hat das MCP7H70-V002R26?||Das MCP7H70-V002R26 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP7H70-V002R26?||Das MCP7H70-V002R26 hat eine feste Länge von 26 m (Aktives optisches Kabel (AOC)).##Benötigt das MCP7H70-V002R26 eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MCP7H70-V002R26?||Das MCP7H70-V002R26 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP7H70-V002R26?||Das MCP7H70-V002R26 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP7H70-V002R26 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP7H70-V002R26 mit NVIDIA-Geräten kompatibel?||Das MCP7H70-V002R26 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP7H70-V02AR26,FAQ,"Welche Datenrate und Bauform hat das MCP7H70-V02AR26?||Das MCP7H70-V02AR26 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP7H70-V02AR26?||Das MCP7H70-V02AR26 hat eine feste Länge von 26 m (Aktives optisches Kabel (AOC)).##Benötigt das MCP7H70-V02AR26 eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MCP7H70-V02AR26?||Das MCP7H70-V02AR26 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP7H70-V02AR26?||Das MCP7H70-V02AR26 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP7H70-V02AR26 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP7H70-V02AR26 mit NVIDIA-Geräten kompatibel?||Das MCP7H70-V02AR26 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H003V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H003V?||Das MFS1S00-H003V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H003V?||Das MFS1S00-H003V hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H003V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H003V?||Das MFS1S00-H003V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H003V?||Das MFS1S00-H003V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H003V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H003V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H003V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H005V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H005V?||Das MFS1S00-H005V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H005V?||Das MFS1S00-H005V hat eine feste Länge von 5 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H005V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H005V?||Das MFS1S00-H005V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H005V?||Das MFS1S00-H005V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H005V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H005V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H005V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H010V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H010V?||Das MFS1S00-H010V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H010V?||Das MFS1S00-H010V hat eine feste Länge von 10 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H010V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H010V?||Das MFS1S00-H010V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H010V?||Das MFS1S00-H010V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H010V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H010V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H010V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H015V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H015V?||Das MFS1S00-H015V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H015V?||Das MFS1S00-H015V hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H015V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H015V?||Das MFS1S00-H015V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H015V?||Das MFS1S00-H015V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H015V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H015V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H015V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H020V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H020V?||Das MFS1S00-H020V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H020V?||Das MFS1S00-H020V hat eine feste Länge von 20 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H020V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H020V?||Das MFS1S00-H020V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H020V?||Das MFS1S00-H020V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H020V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H020V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H020V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H030V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H030V?||Das MFS1S00-H030V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H030V?||Das MFS1S00-H030V hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H030V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H030V?||Das MFS1S00-H030V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H030V?||Das MFS1S00-H030V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H030V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H030V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H030V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H050V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H050V?||Das MFS1S00-H050V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H050V?||Das MFS1S00-H050V hat eine feste Länge von 50 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H050V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H050V?||Das MFS1S00-H050V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H050V?||Das MFS1S00-H050V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H050V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H050V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H050V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H100V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H100V?||Das MFS1S00-H100V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H100V?||Das MFS1S00-H100V hat eine feste Länge von 100 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H100V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H100V?||Das MFS1S00-H100V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H100V?||Das MFS1S00-H100V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H100V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H100V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H100V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H130V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H130V?||Das MFS1S00-H130V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H130V?||Das MFS1S00-H130V hat eine feste Länge von 130 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H130V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H130V?||Das MFS1S00-H130V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H130V?||Das MFS1S00-H130V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H130V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H130V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H130V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S00-H150V,FAQ,"Welche Datenrate und Bauform hat das MFS1S00-H150V?||Das MFS1S00-H150V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S00-H150V?||Das MFS1S00-H150V hat eine feste Länge von 150 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S00-H150V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S00-H150V?||Das MFS1S00-H150V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S00-H150V?||Das MFS1S00-H150V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S00-H150V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S00-H150V mit NVIDIA-Geräten kompatibel?||Das MFS1S00-H150V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S50-H003V,FAQ,"Welche Datenrate und Bauform hat das MFS1S50-H003V?||Das MFS1S50-H003V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S50-H003V?||Das MFS1S50-H003V hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S50-H003V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S50-H003V?||Das MFS1S50-H003V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S50-H003V?||Das MFS1S50-H003V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S50-H003V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S50-H003V mit NVIDIA-Geräten kompatibel?||Das MFS1S50-H003V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S50-H005V,FAQ,"Welche Datenrate und Bauform hat das MFS1S50-H005V?||Das MFS1S50-H005V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S50-H005V?||Das MFS1S50-H005V hat eine feste Länge von 5 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S50-H005V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S50-H005V?||Das MFS1S50-H005V ist als QSFP56 auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S50-H005V?||Das MFS1S50-H005V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S50-H005V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S50-H005V mit NVIDIA-Geräten kompatibel?||Das MFS1S50-H005V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S50-H010V,FAQ,"Welche Datenrate und Bauform hat das MFS1S50-H010V?||Das MFS1S50-H010V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S50-H010V?||Das MFS1S50-H010V hat eine feste Länge von 10 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S50-H010V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S50-H010V?||Das MFS1S50-H010V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S50-H010V?||Das MFS1S50-H010V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S50-H010V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S50-H010V mit NVIDIA-Geräten kompatibel?||Das MFS1S50-H010V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MFS1S50-H015V,FAQ,"Welche Datenrate und Bauform hat das MFS1S50-H015V?||Das MFS1S50-H015V ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MFS1S50-H015V?||Das MFS1S50-H015V hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das MFS1S50-H015V eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das MFS1S50-H015V?||Das MFS1S50-H015V ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MFS1S50-H015V?||Das MFS1S50-H015V ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MFS1S50-H015V typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MFS1S50-H015V mit NVIDIA-Geräten kompatibel?||Das MFS1S50-H015V ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
