Artikelnummer,FAQ
20G-DACP-QSFP1SFP-DD5M,"Wie lang ist das 20G-DACP-QSFP1SFP-DD5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.##Welche Datenrate und Bauform hat das 20G-DACP-QSFP1SFP-DD5M?||Das 20G-DACP-QSFP1SFP-DD5M hat den Formfaktor QSFP+ mit 20 Gbit/s."
10338,"Welche Reichweite erreicht der 10338?||Er überbrückt Strecken von bis zu 30 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10338?||Das 10338 hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-T."
10G-USR-SFP100M,"Welche Reichweite erreicht der 10G-USR-SFP100M?||Er überbrückt Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10G-USR-SFP100M?||Das 10G-USR-SFP100M hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-USR."
10G-SR-SFP300M-ET,"Welche Reichweite erreicht der 10G-SR-SFP300M-ET?||Er überbrückt Strecken von bis zu 400 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10G-SR-SFP300M-ET?||Das 10G-SR-SFP300M-ET hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR."
10303,"Welche Reichweite erreicht der 10303?||Er überbrückt Strecken von bis zu 220 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10303?||Das 10303 hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LRM."
10G-LR-SFP10KM-ET,"Welche Reichweite erreicht der 10G-LR-SFP10KM-ET?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10G-LR-SFP10KM-ET?||Das 10G-LR-SFP10KM-ET hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LR."
10GB-BX10-D,"Welche Reichweite erreicht der 10GB-BX10-D?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10GB-BX10-D?||Das 10GB-BX10-D hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-BiDi-10."
10G-ER-SFP40KM-ET,"Welche Reichweite erreicht der 10G-ER-SFP40KM-ET?||Er überbrückt Strecken von bis zu 40 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10G-ER-SFP40KM-ET?||Das 10G-ER-SFP40KM-ET hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ER."
10GB-BX40-D,"Welche Reichweite erreicht der 10GB-BX40-D?||Er überbrückt Strecken von bis zu 40 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10GB-BX40-D?||Das 10GB-BX40-D hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-BiDi-40."
10GB-ZR-SFPP,"Welche Reichweite erreicht der 10GB-ZR-SFPP?||Er überbrückt Strecken von bis zu 80 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10GB-ZR-SFPP?||Das 10GB-ZR-SFPP hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ZR."
10G-DACP-QSFPZ5M,"Wie lang ist das 10G-DACP-QSFPZ5M?||Das Kabel hat eine feste Länge von 0,5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.##Welche Datenrate und Bauform hat das 10G-DACP-QSFPZ5M?||Das 10G-DACP-QSFPZ5M hat den Formfaktor SFP+ mit 10 Gbit/s."
10G-DACA-SFP1M,"Wie lang ist das 10G-DACA-SFP1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel ein Netzteil?||Nein. Die aktive Elektronik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 10G-DACA-SFP1M?||Das 10G-DACA-SFP1M hat den Formfaktor SFP+ mit 10 Gbit/s."
10G-DACA-SFP3M,"Wie lang ist das 10G-DACA-SFP3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel ein Netzteil?||Nein. Die aktive Elektronik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 10G-DACA-SFP3M?||Das 10G-DACA-SFP3M hat den Formfaktor SFP+ mit 10 Gbit/s."
10G-DACA-SFP5M,"Wie lang ist das 10G-DACA-SFP5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel ein Netzteil?||Nein. Die aktive Elektronik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 10G-DACA-SFP5M?||Das 10G-DACA-SFP5M hat den Formfaktor SFP+ mit 10 Gbit/s."
10G-AOC-SFP7M,"Wie lang ist das 10G-AOC-SFP7M?||Das Kabel hat eine feste Länge von 7 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 10G-AOC-SFP7M?||Das 10G-AOC-SFP7M hat den Formfaktor SFP+ mit 10 Gbit/s."
10G-AOC-SFP10M,"Wie lang ist das 10G-AOC-SFP10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 10G-AOC-SFP10M?||Das 10G-AOC-SFP10M hat den Formfaktor SFP+ mit 10 Gbit/s."
1G-SFP-000190,"Welche Reichweite erreicht der 1G-SFP-000190?||Er überbrückt Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 1G-SFP-000190?||Das 1G-SFP-000190 hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-T."
1G-SFP-SX-OM,"Welche Reichweite erreicht der 1G-SFP-SX-OM?||Er überbrückt Strecken von bis zu 550 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 1G-SFP-SX-OM?||Das 1G-SFP-SX-OM hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-SX."
MGBIC-LC03,"Welche Reichweite erreicht der MGBIC-LC03?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das MGBIC-LC03?||Das MGBIC-LC03 hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-FX."
10056H,"Welche Reichweite erreicht der 10056H?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10056H?||Das 10056H hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-BiDi-10."
10060,"Welche Reichweite erreicht der 10060?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10060?||Das 10060 hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-LX."
MGBIC-BX40-D,"Welche Reichweite erreicht der MGBIC-BX40-D?||Er überbrückt Strecken von bis zu 40 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das MGBIC-BX40-D?||Das MGBIC-BX40-D hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-BiDi-40."
10053H,"Welche Reichweite erreicht der 10053H?||Er überbrückt Strecken von bis zu 80 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP+-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 10053H?||Das 10053H hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-ELX."
400G-DR4-QSFPDD500M,"Welche Reichweite erreicht der 400G-DR4-QSFPDD500M?||Er überbrückt Strecken von bis zu 500 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 400G-DR4-QSFPDD500M?||Das 400G-DR4-QSFPDD500M hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-DR4."
400G-FR4-QSFPDD2KM,"Welche Reichweite erreicht der 400G-FR4-QSFPDD2KM?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 400G-FR4-QSFPDD2KM?||Das 400G-FR4-QSFPDD2KM hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-FR4."
400G-LR4-QSFPDD10KM,"Welche Reichweite erreicht der 400G-LR4-QSFPDD10KM?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 400G-LR4-QSFPDD10KM?||Das 400G-LR4-QSFPDD10KM hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-LR4."
400G-SR8-QSFPDD100M,"Welche Reichweite erreicht der 400G-SR8-QSFPDD100M?||Er überbrückt Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 400G-SR8-QSFPDD100M?||Das 400G-SR8-QSFPDD100M hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-SR8."
400G-DR4X-QSFPDD2KM,"Welche Reichweite erreicht der 400G-DR4X-QSFPDD2KM?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit QSFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 400G-DR4X-QSFPDD2KM?||Das 400G-DR4X-QSFPDD2KM hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-DR4X."
100G-DR-SFPDD500M,"Welche Reichweite erreicht der 100G-DR-SFPDD500M?||Er überbrückt Strecken von bis zu 500 m.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 100G-DR-SFPDD500M?||Das 100G-DR-SFPDD500M hat den Formfaktor SFP-DD mit 100 Gbit/s nach 100GBASE-DR."
100G-FR-SFPDD,"Welche Reichweite erreicht der 100G-FR-SFPDD?||Er überbrückt Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 100G-FR-SFPDD?||Das 100G-FR-SFPDD hat den Formfaktor SFP-DD mit 100 Gbit/s nach 100GBASE-FR."
100G-LR-SFPDD,"Welche Reichweite erreicht der 100G-LR-SFPDD?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit SFP-DD-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 100G-LR-SFPDD?||Das 100G-LR-SFPDD hat den Formfaktor SFP-DD mit 100 Gbit/s nach 100GBASE-LR."
100G-PSM4-QSFP10KM,"Welche Reichweite erreicht der 100G-PSM4-QSFP10KM?||Er überbrückt Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||In ExtremeSwitching- und ExtremeRouting-Systemen mit QSFP28-Steckplätzen; maßgeblich ist die Extreme-Optics-Kompatibilitätsmatrix.##Welche Datenrate und Bauform hat das 100G-PSM4-QSFP10KM?||Das 100G-PSM4-QSFP10KM hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBASE-PSM4."
400G-AOC-QSFPDD5M,"Wie lang ist das 400G-AOC-QSFPDD5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 400G-AOC-QSFPDD5M?||Das 400G-AOC-QSFPDD5M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
400G-AOC-QSFPDD10M,"Wie lang ist das 400G-AOC-QSFPDD10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 400G-AOC-QSFPDD10M?||Das 400G-AOC-QSFPDD10M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
400G-AOC-QSFPDD20M,"Wie lang ist das 400G-AOC-QSFPDD20M?||Das Kabel hat eine feste Länge von 20 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.##Welche Datenrate und Bauform hat das 400G-AOC-QSFPDD20M?||Das 400G-AOC-QSFPDD20M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
400G-DACP-QSFPDD1M,"Wie lang ist das 400G-DACP-QSFPDD1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.##Welche Datenrate und Bauform hat das 400G-DACP-QSFPDD1M?||Das 400G-DACP-QSFPDD1M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
400G-DACP-QSFPDD2M,"Wie lang ist das 400G-DACP-QSFPDD2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.##Welche Datenrate und Bauform hat das 400G-DACP-QSFPDD2M?||Das 400G-DACP-QSFPDD2M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
400G-DACP-QSFPDD2.5M,"Wie lang ist das 400G-DACP-QSFPDD2.5M?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.##Welche Datenrate und Bauform hat das 400G-DACP-QSFPDD2.5M?||Das 400G-DACP-QSFPDD2.5M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
400G-DACP-QSFPDD3M,"Wie lang ist das 400G-DACP-QSFPDD3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.##Welche Datenrate und Bauform hat das 400G-DACP-QSFPDD3M?||Das 400G-DACP-QSFPDD3M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
