Artikelnummer,FAQ
SFP-50G-CU4M,"Wie lang ist das SFP-50G-CU4M?||Das Kabel hat eine feste Länge von 4 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus wird RS-FEC (KR1-FEC) benötigt.##Welche Datenrate und Bauform hat das SFP-50G-CU4M?||Das SFP-50G-CU4M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
SFP-50G-CU5M,"Wie lang ist das SFP-50G-CU5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus wird RS-FEC (KR1-FEC) benötigt.##Welche Datenrate und Bauform hat das SFP-50G-CU5M?||Das SFP-50G-CU5M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
SFP-50G-SL,"Wie weit reicht das SFP-50G-SL?||Im 50G-Betrieb bis zu 20 Meter über OM3 und 30 Meter über OM4/OM5; die genaue Reichweite hängt vom FEC-Modus ab.##Warum ersetzt das SFP-50G-SL ein AOC?||Es bietet als steckbares Short-Link-Modul dieselbe kostengünstige Kurzstrecken-Anbindung wie ein aktives optisches Kabel, aber mit flexibler Patchkabel-Verkabelung.##Welche Datenrate und Bauform hat das SFP-50G-SL?||Das SFP-50G-SL hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50G-SL (Short Link)."
SFP-50G-SR-S,"Wie weit reicht das SFP-50G-SR-S?||Im 50G-Betrieb bis zu 70 Meter über OM3 und 100 Meter über OM4/OM5 bei 850 nm mit Duplex-LC-Anschluss.##Funktioniert das Modul auch mit 25 Gigabit?||Ja. Es ist ein dual-rate-Modul und arbeitet sowohl mit 25G-NRZ als auch mit 50G-PAM4.##Welche Datenrate und Bauform hat das SFP-50G-SR-S?||Das SFP-50G-SR-S hat den Formfaktor SFP56 mit 25/50 Gbit/s nach IEEE 25/50GBASE-SR."
SFP-50G-LR-S,"Wie weit reicht das SFP-50G-LR-S?||10 Kilometer über G.652-Singlemode-Faser und als Engineered Link mit Kanaldämpfung unter 8 dB bis zu 15 Kilometer — bei 25G und 50G.##Welche FEC wird benötigt?||Im 50G-Modus KP1-FEC und im 25G-Modus KR1-FEC auf den Host-Ports.##Welche Datenrate und Bauform hat das SFP-50G-LR-S?||Das SFP-50G-LR-S hat den Formfaktor SFP56 mit 25/50 Gbit/s nach IEEE 25/50GBASE-LR."
SFP-50G-BXD-I,"Mit welchem Modul wird das SFP-50G-BXD-I gepaart?||Es wird stets mit einem SFP-50G-BXU-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Warum genügt eine einzige Faser?||Beide Module trennen Sende- und Empfangsrichtung über unterschiedliche Wellenlängen (1330 nm und 1270 nm) und übertragen so bidirektional über einen einzigen Faserstrang.##Welche Datenrate und Bauform hat das SFP-50G-BXD-I?||Das SFP-50G-BXD-I hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-BR10 BiDi (Downstream, Industrie)."
SFP-50G-BXU-I,"Mit welchem Modul wird das SFP-50G-BXU-I gepaart?||Es wird stets mit einem SFP-50G-BXD-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Warum genügt eine einzige Faser?||Beide Module trennen Sende- und Empfangsrichtung über unterschiedliche Wellenlängen (1270 nm und 1330 nm) und übertragen so bidirektional über einen einzigen Faserstrang.##Welche Datenrate und Bauform hat das SFP-50G-BXU-I?||Das SFP-50G-BXU-I hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-BR10 BiDi (Upstream, Industrie)."
SFP-50G-BX40D-I,"Mit welchem Modul wird das SFP-50G-BX40D-I gepaart?||Es wird stets mit einem SFP-50G-BX40U-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Wie weit reicht das Modul?||Bis zu 40 Kilometer über eine einzige G.652-Singlemode-Faser — bei 25G und 50G.##Welche Datenrate und Bauform hat das SFP-50G-BX40D-I?||Das SFP-50G-BX40D-I hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-BR40 BiDi (Downstream, Industrie)."
SFP-50G-BX40U-I,"Mit welchem Modul wird das SFP-50G-BX40U-I gepaart?||Es wird stets mit einem SFP-50G-BX40D-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Wie weit reicht das Modul?||Bis zu 40 Kilometer über eine einzige G.652-Singlemode-Faser — bei 25G und 50G.##Welche Datenrate und Bauform hat das SFP-50G-BX40U-I?||Das SFP-50G-BX40U-I hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-BR40 BiDi (Upstream, Industrie)."
SFP-50G-ER-I,"Wie weit reicht das SFP-50G-ER-I?||Bis zu 40 Kilometer über G.652-Singlemode-Faser — sowohl bei 25G als auch bei 50G.##Für welche Umgebungen ist das Modul ausgelegt?||Für den erweiterten Industrie-Temperaturbereich von -40 bis 85 °C.##Welche Datenrate und Bauform hat das SFP-50G-ER-I?||Das SFP-50G-ER-I hat den Formfaktor SFP56 mit 25/50 Gbit/s nach IEEE 25/50GBASE-ER (Industrie)."
QDD-2Q200-CU3M,"Wofür wird das QDD-2Q200-CU3M verwendet?||Es bricht einen 400G-QSFP-DD-Port in zwei 200GBASE-CR4-Verbindungen auf und bindet so zwei 200GE-Ports von Switches oder Servern an einen 400G-Port an.##Wie lang ist das Kabel?||Das Kabel hat eine feste Länge von 3 Metern mit einem QSFP-DD-Stecker an einem Ende und zwei QSFP56-Steckern am anderen Ende.##Welche Datenrate und Bauform hat das QDD-2Q200-CU3M?||Das QDD-2Q200-CU3M hat den Formfaktor QSFP-DD mit 400 Gbit/s (2× 200G) nach 2× 200GBASE-CR4 (Twinax, passiv)."
QDD-400G-VR4,"Wie weit reicht das QDD-400G-VR4?||Bis zu 30 Meter über OM3 und 50 Meter über OM4/OM5 mit MPO-12-APC-Anschluss.##Ist das Modul zu 400GBASE-SR4 kompatibel?||Ja. Die optische Schnittstelle ist mit 400GBASE-SR4 und im Breakout mit vier Lanes 100GBASE-SR interoperabel.##Welche Datenrate und Bauform hat das QDD-400G-VR4?||Das QDD-400G-VR4 hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-VR4."
QDD-400G-SR8-S,"Welche Breakout-Optionen bietet das QDD-400G-SR8-S?||Es kann als 8×50GE-Breakout zu SFP-50G-SR-Modulen oder als 2×200GE-Breakout zu QSFP-200G-SR4-S-Modulen betrieben werden.##Welchen Anschluss verwendet das Modul?||Einen MPO-16-APC-Anschluss mit acht Faserpaaren über Multimode-Faser.##Welche Datenrate und Bauform hat das QDD-400G-SR8-S?||Das QDD-400G-SR8-S hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-SR8."
QDD-400G-SR4.2-BD,"Wie überträgt das QDD-400G-SR4.2-BD über nur vier Faserpaare?||Es nutzt je Faser zwei bidirektionale Wellenlängen (850 und 908 nm) und überträgt so 400 Gigabit über vier MMF-Paare.##Lässt sich das Modul aufbrechen?||Ja. Es kann als 4×100GE-Breakout zu QSFP-100G-SR1.2-Modulen betrieben werden.##Welche Datenrate und Bauform hat das QDD-400G-SR4.2-BD?||Das QDD-400G-SR4.2-BD hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400GBASE-SR4.2 (BiDi)."
QDD-400G-BD,"Warum genügt dem QDD-400G-BD ein Duplex-LC-Paar?||Es überträgt je Faser vier bidirektionale Wellenlängen mit je 100 Gbit/s und nutzt so bestehende Duplex-Multimode-Verkabelung für 400 Gigabit.##Wie weit reicht das Modul?||Bis zu 50 Meter über OM3, 70 Meter über OM4 und 100 Meter über OM5.##Welche Datenrate und Bauform hat das QDD-400G-BD?||Das QDD-400G-BD hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400G BiDi."
QDD-4X100G-FR-S,"Wozu dient das QDD-4X100G-FR-S?||Als 4×100GE-Breakout-Modul: Es verbindet einen 400G-QSFP-DD-Port mit vier 100G-Ports über bis zu 2 Kilometer parallele Singlemode-Faser.##Zu welchen Modulen ist es kompatibel?||Es kann zu QSFP-100G-DR (bis 500 m), QSFP-100G-FR (2 km) und QSFP-100G-LR (2 km) aufgebrochen werden.##Welche Datenrate und Bauform hat das QDD-4X100G-FR-S?||Das QDD-4X100G-FR-S hat den Formfaktor QSFP-DD mit 4× 100 Gbit/s (400G) nach 4× 100GBASE-FR1."
CPAK-100G-LR4-2K,"Welcher Stecker wird verwendet?||Ein fest verbauter Dual-SC-Anschluss für Standard-Singlemode-Faser. Patchkabel mit PC- oder UPC-Steckern werden unterstützt.##Worin liegt der Unterschied zum CPAK-100G-LR4?||Beide gehören zur LR4-Familie über vier WDM-Wellenlängen um 1310 nm; das LR4-2K nutzt fest den SC-Anschluss, während das LR4 ab Version 09 einen abnehmbaren LC-SC-Adapter bietet.##Welche Datenrate und Bauform hat das CPAK-100G-LR4-2K?||Das CPAK-100G-LR4-2K hat den Formfaktor CPAK mit 100 Gbit/s (4×25G) nach IEEE 802.3ba 100GBASE-LR4 / ITU OTU4."
CPAK-10X10G-LR,"Wie liefert das Modul zehn 10G-Schnittstellen?||Im 10×10-Gbit/s-Modus über ein 24-Faser-MPO/MTP-Ribbon und Ribbon-zu-Duplex-SMF-Breakout-Kabel, die den CPAK-Port in zehn 10GBASE-LR-Verbindungen aufteilen.##Was ist beim MPO-24-Anschluss zu beachten?||Der MPO-24-SMF-APC-Anschluss ist für eine Federkraft von 10 N ausgelegt. Stecker mit 22 N Federkraft sollten nicht verwendet werden, da die Leistung sonst nicht gewährleistet ist.##Welche Datenrate und Bauform hat das CPAK-10X10G-LR?||Das CPAK-10X10G-LR hat den Formfaktor CPAK mit 10×10 Gbit/s nach IEEE 802.3ae 10GBASE-LR / FC / ITU OTU2."
CPAK-100G-FR,"Wie überträgt das CPAK-100G-FR 100 Gigabit?||Über eine einzige Wellenlänge bei 1310 nm im PAM4-Verfahren nach 100G-Lambda-MSA, bis 2 km über Duplex-Singlemode-Faser.##Welcher Stecker wird verwendet?||Ein Dual-LC-Anschluss für ein Duplex-Singlemode-Faserpaar (G.652).##Welche Datenrate und Bauform hat das CPAK-100G-FR?||Das CPAK-100G-FR hat den Formfaktor CPAK mit 100 Gbit/s (PAM4, 1λ) nach 100G Lambda MSA (PAM4)."
GLC-GE-100FX,"Worin unterscheidet sich das GLC-GE-100FX vom GLC-FE-100FX?||Das GLC-GE-100FX ist für den Betrieb in Gigabit-Ethernet-SFP-Ports ausgelegt, während das GLC-FE-100FX in Fast-Ethernet-/dual-rate-Ports arbeitet.##Welche Faser und Reichweite gelten?||Multimode-Faser bei 1300 nm mit bis zu 2 Kilometern Reichweite.##Welche Datenrate und Bauform hat das GLC-GE-100FX?||Das GLC-GE-100FX hat den Formfaktor SFP mit 100 Mbit/s (Fast Ethernet) nach IEEE 100BASE-FX (für GigE-Ports)."
GLC-FE-T-I,"Welche Verkabelung benötigt das GLC-FE-T-I?||Standard-Cat-5-UTP-Kupferkabel mit RJ-45-Stecker; die Reichweite beträgt bis zu 100 Meter.##Für welche Umgebungen ist das Modul ausgelegt?||Für den Industrie-Temperaturbereich von -40 bis 85 °C.##Welche Datenrate und Bauform hat das GLC-FE-T-I?||Das GLC-FE-T-I hat den Formfaktor SFP mit 100 Mbit/s (Fast Ethernet) nach IEEE 100BASE-T."
XFP10GLR192SR-RGD,"Wofür ist die RGD-Variante gedacht?||Für den Industrie-Temperaturbereich von -40 bis 85 °C in rauen Umgebungen.##Wie weit reicht das Modul?||10 Kilometer im 10-Gigabit-Ethernet-Betrieb und 2 Kilometer als OC-192/STM-64 SR-1.##Welche Datenrate und Bauform hat das XFP10GLR192SR-RGD?||Das XFP10GLR192SR-RGD hat den Formfaktor XFP mit 10 Gbit/s nach 10GBASE-LR/-LW, OC-192/STM-64 SR-1 (Multirate)."
X2-10GB-T,"Welche Verkabelung wird benötigt?||CAT6A- oder CAT7-Kupferkabel mit RJ-45-Stecker für Strecken bis 100 m nach IEEE 802.3an 10GBASE-T.##Wie weit reicht das X2-10GB-T?||Bis 100 m über CAT6A- oder CAT7-Kupfer. Für größere Distanzen sind optische X2-Module wie -SR, -LR oder -ER erforderlich.##Welche Datenrate und Bauform hat das X2-10GB-T?||Das X2-10GB-T hat den Formfaktor X2 mit 10 Gbit/s nach IEEE 802.3an 10GBASE-T."
OSFP-800G-VR8,"Welche Breakout-Optionen bietet das Modul?||Es lässt sich per Breakout in 2×400GBASE-VR4, 4×200GBASE-VR2 oder 8×100GBASE-VR1 aufteilen.##Wie weit reicht das Modul?||Bis zu 30 Meter über OM3 und 50 Meter über OM4/OM5-Multimode-Faser bei 850 nm.##Welche Datenrate und Bauform hat das OSFP-800G-VR8?||Das OSFP-800G-VR8 hat den Formfaktor OSFP mit 800 Gbit/s (8× 100G) nach IEEE 802.3 800GBASE-VR8."
OSFP-800G-VR8P,"Worin unterscheidet sich die -VR8P-Variante?||Sie nutzt einen einzelnen MPO-16-APC-Anschluss statt der zwei MPO-12-APC-Anschlüsse der OSFP-800G-VR8.##Wie weit reicht das Modul?||Bis zu 30 Meter über OM3 und 50 Meter über OM4/OM5-Multimode-Faser bei 850 nm.##Welche Datenrate und Bauform hat das OSFP-800G-VR8P?||Das OSFP-800G-VR8P hat den Formfaktor OSFP mit 800 Gbit/s (8× 100G) nach IEEE 802.3 800GBASE-VR8."
OSFP-800G-DR8,"Welche Breakout-Optionen bietet das Modul?||Es lässt sich per Breakout in 2×400GBASE-DR4, 4×200GBASE-DR2 oder 8×100GBASE-DR1 aufteilen.##Wie weit reicht das Modul?||Bis zu 500 Meter über parallele Singlemode-Faser (G.652) bei 1310 nm.##Welche Datenrate und Bauform hat das OSFP-800G-DR8?||Das OSFP-800G-DR8 hat den Formfaktor OSFP mit 800 Gbit/s (8× 100G) nach IEEE 802.3 800GBASE-DR8."
OSFP-800G-DR8P,"Worin unterscheidet sich die -DR8P-Variante?||Sie nutzt einen einzelnen MPO-16-APC-Anschluss statt der zwei MPO-12-APC-Anschlüsse der OSFP-800G-DR8.##Wie weit reicht das Modul?||Bis zu 500 Meter über parallele Singlemode-Faser (G.652) bei 1310 nm.##Welche Datenrate und Bauform hat das OSFP-800G-DR8P?||Das OSFP-800G-DR8P hat den Formfaktor OSFP mit 800 Gbit/s (8× 100G) nach IEEE 802.3 800GBASE-DR8."
OSFP-2X400G-FR4,"Unterstützt das OSFP-2X400G-FR4 800GE?||Ja. Es transportiert zwei 400GBASE-FR4-Strecken bzw. 800GE über die duale Duplex-Faserstrecke.##Wie weit reicht das Modul?||Bis zu 2 Kilometer über Singlemode-Faser (G.652) mit Duplex-LC-UPC-Anschlüssen.##Welche Datenrate und Bauform hat das OSFP-2X400G-FR4?||Das OSFP-2X400G-FR4 hat den Formfaktor OSFP mit 2× 400 Gbit/s (800G) nach IEEE 802.3 400GBASE-FR4 (2× / 800GE)."
QSFP-2Q200-CU3M,"Was verbindet das QSFP-2Q200-CU3M?||Einen 400G-QSFP-DD-Port mit zwei 200GE-QSFP56-Ports als 2× 200GBASE-CR4-Breakout.##Ist das Kabel aktiv oder passiv?||Es ist ein passives Kupferkabel ohne eigene Stromversorgung; jedes Ende benötigt rund 1,5 Watt, die FEC läuft auf der Host-Plattform.##Welche Datenrate und Bauform hat das QSFP-2Q200-CU3M?||Das QSFP-2Q200-CU3M hat den Formfaktor QSFP-DD mit 200 Gbit/s (2×100G Breakout) nach 2× 200GBASE-CR4 (OIF CEI-56G-VSR-PAM4)."
QSFP-200G-SR4-S,"Welche Breakout-Optionen bietet das QSFP-200G-SR4-S?||Es lässt sich als 2×100GBASE-SR2 oder 4×50GBASE-SR betreiben.##Wie weit reicht das Modul?||Bis zu 100 Meter über OM4/OM5 und 70 Meter über OM3 bei 850 nm.##Welche Datenrate und Bauform hat das QSFP-200G-SR4-S?||Das QSFP-200G-SR4-S hat den Formfaktor QSFP56 mit 200 Gbit/s (4× 50G PAM4) nach IEEE 802.3 200GBASE-SR4."
QSFP-200G-SL4,"Worin unterscheidet sich das QSFP-200G-SL4 vom -SR4-S?||Es ist die Short-Link-Variante für kürzere Strecken bis 30 m (OM4) statt 100 m und entsprechend kostenoptimiert; Breakout erfolgt zu 2×100GBASE-SL2 oder 4×50GBASE-SL.##Wie weit reicht das Modul?||Bis zu 30 Meter über OM4/OM5 und 20 Meter über OM3 bei 850 nm.##Welche Datenrate und Bauform hat das QSFP-200G-SL4?||Das QSFP-200G-SL4 hat den Formfaktor QSFP56 mit 200 Gbit/s (4× 50G PAM4) nach 200GBASE-SR4 (Short Link / -SL4)."
QSFP-200G-FR4-S,"Wie weit reicht das QSFP-200G-FR4-S?||Bis zu 2 Kilometer über Singlemode-Faser (G.652) mit Duplex-LC-Anschluss.##Wie werden die vier Wellenlängen verarbeitet?||Multiplexing und Demultiplexing der vier CWDM-Wellenlängen erfolgen vollständig innerhalb des Moduls.##Welche Datenrate und Bauform hat das QSFP-200G-FR4-S?||Das QSFP-200G-FR4-S hat den Formfaktor QSFP56 mit 200 Gbit/s (4× 50G PAM4) nach IEEE 802.3 200GBASE-FR4."
QSFP-400G-DR4,"Welche Breakout-Optionen bietet das QSFP-400G-DR4?||Es lässt sich als zwei 200G-DR2- oder vier 100G-DR1-Verbindungen aufteilen, jeweils bis 500 Meter.##Wie weit reicht das Modul?||Bis zu 500 Meter über parallele Singlemode-Faser (G.652) mit MPO-12-Anschluss.##Welche Datenrate und Bauform hat das QSFP-400G-DR4?||Das QSFP-400G-DR4 hat den Formfaktor QSFP112 mit 400 Gbit/s (4× 100G PAM4) nach IEEE 802.3 400GBASE-DR4 (400GAUI-4)."
QSFP-400G-VR4,"Wie weit reicht das QSFP-400G-VR4?||Bis zu 50 Meter über laseroptimierte Multimode-Faser (OM3, OM4 oder OM5) bei 850 nm.##Welche Breakout-Optionen bietet das Modul?||Es lässt sich als zwei 200G-VR2- oder vier 100G-VR1-Verbindungen aufteilen.##Welche Datenrate und Bauform hat das QSFP-400G-VR4?||Das QSFP-400G-VR4 hat den Formfaktor QSFP112 mit 400 Gbit/s (4× 100G PAM4) nach IEEE 802.3 400GBASE-VR4 (400GAUI-4)."
QSFP-400G-FR4,"Wie weit reicht das QSFP-400G-FR4?||Bis zu 2 Kilometer über Duplex-Singlemode-Faser (G.652) mit LC-Anschluss.##Warum nur ein Faserpaar statt paralleler Optik?||Vier 100G-Wellenlängen werden per WDM auf ein Duplex-Faserpaar gemultiplext — das senkt die Fasermenge und vereinfacht die Migration von vorhandener Duplex-Infrastruktur.##Welche Datenrate und Bauform hat das QSFP-400G-FR4?||Das QSFP-400G-FR4 hat den Formfaktor QSFP112 mit 400 Gbit/s (4× 100G PAM4) nach IEEE 802.3 400GBASE-FR4 (400GAUI-4)."
QDD-8X100G-FR,"Welche Breakout-Optionen bietet das QDD-8X100G-FR?||Es lässt sich als acht 100G-Verbindungen zu QSFP28 100G-DR (bis 500 m), 100G-FR (bis 2 km) und 100G-LR (bis 2 km) oder als zwei unabhängige 400GBASE-DR4-Transceiver nutzen.##Welcher Steckertyp wird benötigt?||Das QDD-8X100G-FR erfordert Patchkabel mit Angled-Physical-Contact-MPO-Steckern (APC).##Welche Datenrate und Bauform hat das QDD-8X100G-FR?||Das QDD-8X100G-FR hat den Formfaktor QSFP-DD800 mit 800 Gbit/s (8× 100G) nach IEEE 802.3cu 8× 100GBASE-FR1."
QDD-2X400G-FR4-CISCO,"Wie überträgt das QDD-2X400G-FR4 die 800 Gigabit?||Als zwei unabhängige 400GBASE-FR4-Kanäle; jeder Kanal multiplext vier CWDM-Wellenlängen auf ein Duplex-Singlemode-Faserpaar.##Wie weit reicht das Modul?||Bis zu 2 Kilometer über Duplex-Singlemode-Faser (G.652) mit LC-Anschlüssen.##Welche Datenrate und Bauform hat das QDD-2X400G-FR4-CISCO?||Das QDD-2X400G-FR4-CISCO hat den Formfaktor QSFP-DD800 mit 800 Gbit/s (2× 400G) nach IEEE 802.3cu 2× 400GBASE-FR4 + 100G Lambda MSA."
DWDM-XFP-C,"Auf wie viele Wellenlängen lässt sich das DWDM-XFP-C abstimmen?||Auf 80 Kanäle des ITU-50-GHz-Rasters im C-Band, von 1530,33 nm bis 1561,83 nm.##Welche Datenraten unterstützt das Modul?||10-Gigabit-Raten von 9,9 bis 11,1 Gbit/s — 10GbE LAN und WAN sowie OTU2/OTU2e.##Welche Datenrate und Bauform hat das DWDM-XFP-C?||Das DWDM-XFP-C hat den Formfaktor XFP mit 10 Gbit/s (9,9–11,1 Gbit/s; LAN/WAN/OTU2/OTU2e) nach IEEE 802.3 10GbE, ITU-T G.709/G.975/G.975.1/G.694.1."
DP04CFP2-D15,"Was unterscheidet das DP04CFP2-D15 von anderen kohärenten CFP2-Modulen?||Es überträgt Sende- und Empfangssignal bidirektional über eine einzelne Faser (Dual-Laser-Ansatz) und spart so gegenüber Faserpaar-Lösungen Faserressourcen.##Welche Datenraten unterstützt das Modul?||100 Gbit/s und 200 Gbit/s mit QPSK sowie 400 Gbit/s mit 16-QAM, jeweils mit oFEC.##Welche Datenrate und Bauform hat das DP04CFP2-D15?||Das DP04CFP2-D15 hat den Formfaktor CFP2 mit 100–400 Gbit/s (multiraten) nach kohärent (400ZR / OpenZR+ Line-Modes, oFEC)."
SFP-10G-OLT20-X,"Welches Splitverhältnis und welche Reichweite bietet das SFP-10G-OLT20-X?||Ein maximales Splitverhältnis von 1:128 und bis zu 20 Kilometer über Einzelfaser-Singlemode (G.652).##Was leistet das Modul innerhalb der Cisco Routed PON Solution?||Es vereint OLT-MAC und optischen Transceiver in einem SFP+ und ersetzt dedizierte OLT-Chassis durch SFP+-Ports der Cisco NCS 540/5500/5700.##Welche Datenrate und Bauform hat das SFP-10G-OLT20-X?||Das SFP-10G-OLT20-X hat den Formfaktor SFP+ mit 10 Gbit/s symmetrisch nach ITU-T G.9807.1 / G.988 (XGS-PON)."
CFP2-WDM-D-1HL,"Warum ist das CFP2-WDM-D-1HL nur auf 100G lizenziert?||Die Hardware ist 200G-fähig; die Endung 1HL begrenzt den Betrieb ab Werk auf 100 Gbit/s und erlaubt eine spätere Freischaltung.##Hat es ein abstimmbares optisches Filter?||Nein, es ist die Non-TOF-Ausführung; die C-Band-Durchstimmung bleibt davon unberührt.##Welche Datenrate und Bauform hat das CFP2-WDM-D-1HL?||Das CFP2-WDM-D-1HL hat den Formfaktor CFP2 mit 200G-fähig, ab Werk 100G-lizenziert (DP-QPSK/DP-16QAM) nach Kohärentes DWDM, OTN, DP-QPSK/DP-16QAM."
CFP2-WDM-D-SK,"Ist das CFP2-WDM-D-SK in der Rate begrenzt?||Nein — es stellt die volle Leistung bereit: 100G über DP-QPSK und 200G über DP-16QAM, ohne 100G-Lizenzdeckel.##Wofür steht die Endung SK?||Für die als eigenständige Ersatzeinheit (Spare) gelieferte Non-TOF-Ausführung.##Welche Datenrate und Bauform hat das CFP2-WDM-D-SK?||Das CFP2-WDM-D-SK hat den Formfaktor CFP2 mit 200G / 100G (DP-16QAM / DP-QPSK) nach Kohärentes DWDM, OTN, DP-QPSK/DP-16QAM."
CFP2-WDM-DET-1HL,"Was unterscheidet die DET-Reihe von der D-Reihe?||DET-Module enthalten ein abstimmbares optisches Filter (TOF), die D-Module sind Non-TOF.##Auf welche Datenrate ist das DET-1HL lizenziert?||Ab Werk auf 100 Gbit/s (Endung 1HL); die Hardware selbst ist 200G-fähig.##Welche Datenrate und Bauform hat das CFP2-WDM-DET-1HL?||Das CFP2-WDM-DET-1HL hat den Formfaktor CFP2 mit 200G-fähig, ab Werk 100G-lizenziert (DP-QPSK/DP-16QAM) nach Kohärentes DWDM mit TOF, OTN, DP-QPSK/DP-16QAM."
CFP2-WDM-DET-SK,"Bietet das DET-SK die volle Rate?||Ja — 100G über DP-QPSK und 200G über DP-16QAM, ohne Lizenzbegrenzung, plus integriertes TOF.##Wozu dient das TOF?||Das abstimmbare optische Filter übernimmt die DWDM-Kanalselektion direkt im Modul.##Welche Datenrate und Bauform hat das CFP2-WDM-DET-SK?||Das CFP2-WDM-DET-SK hat den Formfaktor CFP2 mit 200G / 100G (DP-16QAM / DP-QPSK) nach Kohärentes DWDM mit TOF, OTN, DP-QPSK/DP-16QAM."
DP04CFP2-M25-K9,"Welche Datenraten deckt das DP04CFP2-M25-K9 ab?||Multi-Rate von 100G DP-QPSK über 200G bis 400G DP-16QAM, kohärent im durchstimmbaren C-Band.##Was bedeutet das K9 im Namen?||Es kennzeichnet die Ausführung mit integrierter Hardware-Verschlüsselung.##Welche Datenrate und Bauform hat das DP04CFP2-M25-K9?||Das DP04CFP2-M25-K9 hat den Formfaktor CFP2 mit 100G–400G (DP-QPSK bis DP-16QAM) nach Kohärentes DWDM, OTN, Multi-Rate, Hardware-Encryption."
QDD-2Q200-CU1M,"Worauf teilt das QDD-2Q200-CU1M auf?||Auf zwei QSFP56-Ports — ein 200G-QSFP-DD-Port wird passiv in 2×100G aufgefächert.##Hat es eine Stromaufnahme?||Nein, es ist ein passives Twinax-Kupferkabel.##Welche Datenrate und Bauform hat das QDD-2Q200-CU1M?||Das QDD-2Q200-CU1M hat den Formfaktor QSFP-DD mit 200 Gbit/s (2×100G Breakout)."
QDD-2Q200-CU2M,"Worauf teilt das QDD-2Q200-CU2M auf?||Auf zwei QSFP56-Ports — ein 200G-QSFP-DD-Port wird passiv in 2×100G aufgefächert.##Hat es eine Stromaufnahme?||Nein, es ist ein passives Twinax-Kupferkabel.##Welche Datenrate und Bauform hat das QDD-2Q200-CU2M?||Das QDD-2Q200-CU2M hat den Formfaktor QSFP-DD mit 200 Gbit/s (2×100G Breakout)."
QDD-4ZQ100-CU1M,"Wie teilt das QDD-4ZQ100-CU1M die Bandbreite auf?||Es fächert einen 400G-QSFP-DD-Port passiv in vier 100G-QSFP28-Ports auf (4×100G).##Ist es aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 1 m ohne eigene Stromversorgung.##Welche Datenrate und Bauform hat das QDD-4ZQ100-CU1M?||Das QDD-4ZQ100-CU1M hat den Formfaktor QSFP-DD mit 400 Gbit/s (4×100G Breakout)."
QDD-4ZQ100-CU2M,"Wie teilt das QDD-4ZQ100-CU2M die Bandbreite auf?||Es fächert einen 400G-QSFP-DD-Port passiv in vier 100G-QSFP28-Ports auf (4×100G).##Ist es aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 2 m ohne eigene Stromversorgung.##Welche Datenrate und Bauform hat das QDD-4ZQ100-CU2M?||Das QDD-4ZQ100-CU2M hat den Formfaktor QSFP-DD mit 400 Gbit/s (4×100G Breakout)."
QDD-4ZQ100-CU3M,"Wie teilt das QDD-4ZQ100-CU3M die Bandbreite auf?||Es fächert einen 400G-QSFP-DD-Port passiv in vier 100G-QSFP28-Ports auf (4×100G).##Ist es aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 3 m ohne eigene Stromversorgung.##Welche Datenrate und Bauform hat das QDD-4ZQ100-CU3M?||Das QDD-4ZQ100-CU3M hat den Formfaktor QSFP-DD mit 400 Gbit/s (4×100G Breakout)."
