Artikelnummer,Attributname,Attributwert
FG-TRAN-QSFP+SR-BIDI,FAQ,"Welche Datenrate und Bauform hat das FG-TRAN-QSFP+SR-BIDI?||Das FG-TRAN-QSFP+SR-BIDI ist ein QSFP+-Modul mit 40 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FG-TRAN-QSFP+SR-BIDI?||Das FG-TRAN-QSFP+SR-BIDI hat den Formfaktor QSFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FG-TRAN-QSFP+SR-BIDI?||Laut Spezifikation erreicht das FG-TRAN-QSFP+SR-BIDI bis zu 150 m (Wellenlänge 850/900 nm).##Welcher Fasertyp ist erforderlich?||Das FG-TRAN-QSFP+SR-BIDI ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FG-TRAN-QSFP+SR-BIDI DOM/DDM?||Nein, das FG-TRAN-QSFP+SR-BIDI unterstützt kein DOM/DDM.##In welchem Temperaturbereich arbeitet das FG-TRAN-QSFP+SR-BIDI?||Das FG-TRAN-QSFP+SR-BIDI ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FG-TRAN-QSFP+SR-BIDI typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FG-TRAN-QSFP+SR-BIDI mit Fortinet-Geräten kompatibel?||Das FG-TRAN-QSFP+SR-BIDI ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP+BIDI,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP+BIDI?||Das FN-TRAN-QSFP+BIDI ist ein QSFP+-Modul mit 40 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP+BIDI?||Das FN-TRAN-QSFP+BIDI hat den Formfaktor QSFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP+BIDI?||Laut Spezifikation erreicht das FN-TRAN-QSFP+BIDI bis zu 150 m (Wellenlänge 850/900 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP+BIDI ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP+BIDI DOM/DDM?||Ja, das FN-TRAN-QSFP+BIDI unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP+BIDI?||Das FN-TRAN-QSFP+BIDI ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP+BIDI typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-QSFP+BIDI mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP+BIDI ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP+LR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP+LR?||Das FN-TRAN-QSFP+LR ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBase-LR4.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP+LR?||Das FN-TRAN-QSFP+LR hat den Formfaktor QSFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP+LR?||Laut Spezifikation erreicht das FN-TRAN-QSFP+LR bis zu 10 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP+LR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP+LR DOM/DDM?||Ja, das FN-TRAN-QSFP+LR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP+LR?||Das FN-TRAN-QSFP+LR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP+LR typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-QSFP+LR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP+LR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP+LRI,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP+LRI?||Das FN-TRAN-QSFP+LRI ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBase-LR4.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP+LRI?||Das FN-TRAN-QSFP+LRI hat den Formfaktor QSFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP+LRI?||Laut Spezifikation erreicht das FN-TRAN-QSFP+LRI bis zu 10 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP+LRI ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP+LRI DOM/DDM?||Ja, das FN-TRAN-QSFP+LRI unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP+LRI?||Das FN-TRAN-QSFP+LRI ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP+LRI typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-QSFP+LRI mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP+LRI ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP56-SR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP56-SR?||Das FN-TRAN-SFP56-SR ist ein SFP56-Modul mit 50 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP56-SR?||Das FN-TRAN-SFP56-SR hat den Formfaktor SFP56 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP56-SR?||Laut Spezifikation erreicht das FN-TRAN-SFP56-SR bis zu 100 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP56-SR ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-SFP56-SR DOM/DDM?||Ja, das FN-TRAN-SFP56-SR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP56-SR?||Das FN-TRAN-SFP56-SR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-SFP56-SR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-SFP56-SR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP56-SR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-FX,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-FX?||Das FN-TRAN-FX ist ein SFP-Modul mit 100 Mbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-FX?||Das FN-TRAN-FX hat den Formfaktor SFP mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-FX?||Laut Spezifikation erreicht das FN-TRAN-FX bis zu 2 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-FX ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-FX DOM/DDM?||Ja, das FN-TRAN-FX unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-FX?||Das FN-TRAN-FX ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-FX typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-FX mit Fortinet-Geräten kompatibel?||Das FN-TRAN-FX ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFX,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFX?||Das FN-TRAN-SFX ist ein SFP-Modul mit 100 Mbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFX?||Das FN-TRAN-SFX hat den Formfaktor SFP mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFX?||Laut Spezifikation erreicht das FN-TRAN-SFX bis zu 2 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFX ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-SFX DOM/DDM?||Ja, das FN-TRAN-SFX unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFX?||Das FN-TRAN-SFX ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFX typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-SFX mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFX ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-FE-4PACK,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-FE-4PACK?||Das FN-TRAN-FE-4PACK ist ein SFP-Modul mit 100M.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-FE-4PACK?||Das FN-TRAN-FE-4PACK hat den Formfaktor SFP mit RJ-45-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-FE-4PACK?||Laut Spezifikation erreicht das FN-TRAN-FE-4PACK bis zu 100 m.##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-FE-4PACK ist für Kupfer (Twisted-Pair) ausgelegt.##Unterstützt das FN-TRAN-FE-4PACK DOM/DDM?||Nein, das FN-TRAN-FE-4PACK unterstützt kein DOM/DDM.##In welchem Temperaturbereich arbeitet das FN-TRAN-FE-4PACK?||Das FN-TRAN-FE-4PACK ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-FE-4PACK typischerweise eingesetzt?||Typischer Einsatz: Zugriffs-/Verteilnetz (Kupfer).##Ist das FN-TRAN-FE-4PACK mit Fortinet-Geräten kompatibel?||Das FN-TRAN-FE-4PACK ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FG-TRAN-CFP2-LR4,FAQ,"Welche Datenrate und Bauform hat das FG-TRAN-CFP2-LR4?||Das FG-TRAN-CFP2-LR4 ist ein CFP2-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FG-TRAN-CFP2-LR4?||Das FG-TRAN-CFP2-LR4 hat den Formfaktor CFP2 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FG-TRAN-CFP2-LR4?||Laut Spezifikation erreicht das FG-TRAN-CFP2-LR4 bis zu 10 km (Wellenlänge 1295,56 / 1300,05 / 1304,58 / 1309,14 nm (LAN-WDM, 4 Lanes)).##Welcher Fasertyp ist erforderlich?||Das FG-TRAN-CFP2-LR4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FG-TRAN-CFP2-LR4 DOM/DDM?||Ja, das FG-TRAN-CFP2-LR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FG-TRAN-CFP2-LR4?||Das FG-TRAN-CFP2-LR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FG-TRAN-CFP2-LR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FG-TRAN-CFP2-LR4 mit Fortinet-Geräten kompatibel?||Das FG-TRAN-CFP2-LR4 ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FG-TRAN-CFP2-SR10,FAQ,"Welche Datenrate und Bauform hat das FG-TRAN-CFP2-SR10?||Das FG-TRAN-CFP2-SR10 ist ein CFP2-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FG-TRAN-CFP2-SR10?||Das FG-TRAN-CFP2-SR10 hat den Formfaktor CFP2 mit MPO-24-Schnittstelle.##Welche Reichweite erreicht das FG-TRAN-CFP2-SR10?||Laut Spezifikation erreicht das FG-TRAN-CFP2-SR10 bis zu 100 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FG-TRAN-CFP2-SR10 ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FG-TRAN-CFP2-SR10 DOM/DDM?||Ja, das FG-TRAN-CFP2-SR10 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FG-TRAN-CFP2-SR10?||Das FG-TRAN-CFP2-SR10 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FG-TRAN-CFP2-SR10 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FG-TRAN-CFP2-SR10 mit Fortinet-Geräten kompatibel?||Das FG-TRAN-CFP2-SR10 ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-SR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-SR?||Das FN-TRAN-QSFP28-SR ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-SR?||Das FN-TRAN-QSFP28-SR hat den Formfaktor QSFP28 mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-SR?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-SR bis zu 100 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-SR ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-SR DOM/DDM?||Ja, das FN-TRAN-QSFP28-SR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-SR?||Das FN-TRAN-QSFP28-SR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-SR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-QSFP28-SR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-SR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-LR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-LR?||Das FN-TRAN-QSFP28-LR ist ein QSFP28-Modul mit 100 Gbit/s nach 100GBase-LR4.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-LR?||Das FN-TRAN-QSFP28-LR hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-LR?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-LR bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-LR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-LR DOM/DDM?||Ja, das FN-TRAN-QSFP28-LR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-LR?||Das FN-TRAN-QSFP28-LR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-LR typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-QSFP28-LR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-LR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-FR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-FR?||Das FN-TRAN-QSFP28-FR ist ein QSFP28-Modul mit 100 Gbit/s nach 100GBase-FR.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-FR?||Das FN-TRAN-QSFP28-FR hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-FR?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-FR bis zu 2 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-FR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-FR DOM/DDM?||Ja, das FN-TRAN-QSFP28-FR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-FR?||Das FN-TRAN-QSFP28-FR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-FR typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-QSFP28-FR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-FR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-ER,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-ER?||Das FN-TRAN-QSFP28-ER ist ein QSFP28-Modul mit 100 Gbit/s nach 100GBase-LR4.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-ER?||Das FN-TRAN-QSFP28-ER hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-ER?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-ER bis zu 20 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-ER ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-ER DOM/DDM?||Ja, das FN-TRAN-QSFP28-ER unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-ER?||Das FN-TRAN-QSFP28-ER ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-ER typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das FN-TRAN-QSFP28-ER mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-ER ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-DR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-DR?||Das FN-TRAN-QSFP28-DR ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-DR?||Das FN-TRAN-QSFP28-DR hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-DR?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-DR bis zu 500 m (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-DR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-DR DOM/DDM?||Ja, das FN-TRAN-QSFP28-DR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-DR?||Das FN-TRAN-QSFP28-DR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-DR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-QSFP28-DR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-DR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-CWDM4,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-CWDM4?||Das FN-TRAN-QSFP28-CWDM4 ist ein QSFP28-Modul mit 100 Gbit/s nach 100GBase-CWDM4.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-CWDM4?||Das FN-TRAN-QSFP28-CWDM4 hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-CWDM4?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-CWDM4 bis zu 2 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-CWDM4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-CWDM4 DOM/DDM?||Ja, das FN-TRAN-QSFP28-CWDM4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-CWDM4?||Das FN-TRAN-QSFP28-CWDM4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-CWDM4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-QSFP28-CWDM4 mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-CWDM4 ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-BIDI,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-BIDI?||Das FN-TRAN-QSFP28-BIDI ist ein QSFP28-Modul mit 100 Gbit/s nach 100GBase-SR.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-BIDI?||Das FN-TRAN-QSFP28-BIDI hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-BIDI?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-BIDI bis zu 100 m (Wellenlänge 850/900 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-BIDI ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-BIDI DOM/DDM?||Ja, das FN-TRAN-QSFP28-BIDI unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-BIDI?||Das FN-TRAN-QSFP28-BIDI ist für den Betrieb von 10 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-BIDI typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-QSFP28-BIDI mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-BIDI ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP28-BIDI-I,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-BIDI-I?||Das FN-TRAN-QSFP28-BIDI-I ist ein QSFP28-Modul mit 100 Gbit/s nach 100G-Base-SR1.2.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP28-BIDI-I?||Das FN-TRAN-QSFP28-BIDI-I hat den Formfaktor QSFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP28-BIDI-I?||Laut Spezifikation erreicht das FN-TRAN-QSFP28-BIDI-I bis zu 100 m (Wellenlänge 850/900 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP28-BIDI-I ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP28-BIDI-I DOM/DDM?||Ja, das FN-TRAN-QSFP28-BIDI-I unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP28-BIDI-I?||Das FN-TRAN-QSFP28-BIDI-I ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP28-BIDI-I typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-QSFP28-BIDI-I mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP28-BIDI-I ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
