Artikelnummer,FAQ
FN-CABLE-SFP28-1,"Wie lang ist das FN-CABLE-SFP28-1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP28-1?||Das FN-CABLE-SFP28-1 hat den Formfaktor SFP28 mit 25 Gbit/s."
FN-CABLE-SFP28-3,"Wie lang ist das FN-CABLE-SFP28-3?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP28-3?||Das FN-CABLE-SFP28-3 hat den Formfaktor SFP28 mit 25 Gbit/s."
FN-CABLE-SFP28-5,"Wie lang ist das FN-CABLE-SFP28-5?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP28-5?||Das FN-CABLE-SFP28-5 hat den Formfaktor SFP28 mit 25 Gbit/s."
FN-CABLE-QSFP+1,"Wie lang ist das FN-CABLE-QSFP+1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP+1?||Das FN-CABLE-QSFP+1 hat den Formfaktor QSFP+ mit 40 Gbit/s."
FN-CABLE-QSFP+3,"Wie lang ist das FN-CABLE-QSFP+3?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP+3?||Das FN-CABLE-QSFP+3 hat den Formfaktor QSFP+ mit 40 Gbit/s."
FN-CABLE-QSFP+5,"Wie lang ist das FN-CABLE-QSFP+5?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP+5?||Das FN-CABLE-QSFP+5 hat den Formfaktor QSFP+ mit 40 Gbit/s."
FN-CABLE-QSFP+7-4PACK,"Wie lang ist das FN-CABLE-QSFP+7-4PACK?||Das Kabel hat eine feste Länge von 7 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 4x SFP+/SFP28 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
FG-TRAN-QSFP-4XSFP,"Sind Transceiver im Lieferumfang enthalten?||Nein. Bei diesem optischen Breakout-Kabel sind die Transceiver nicht enthalten und separat zu beschaffen.##Wie lang ist das FG-TRAN-QSFP-4XSFP?||Das Kabel hat eine Länge von 1 m##Welche Datenrate und Bauform hat das FG-TRAN-QSFP-4XSFP?||Das FG-TRAN-QSFP-4XSFP hat den Formfaktor QSFP28 mit 40G / 100G."
FG-TRAN-QSFP-4SFP-5,"Sind Transceiver im Lieferumfang enthalten?||Nein. Bei diesem optischen Breakout-Kabel sind die Transceiver nicht enthalten und separat zu beschaffen.##Wie lang ist das FG-TRAN-QSFP-4SFP-5?||Das Kabel hat eine Länge von 5 m##Welche Datenrate und Bauform hat das FG-TRAN-QSFP-4SFP-5?||Das FG-TRAN-QSFP-4SFP-5 hat den Formfaktor QSFP28 mit 40G / 100G."
FN-CABLE-SFP56-DAC-L1,"Wie lang ist das FN-CABLE-SFP56-DAC-L1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP56-DAC-L1?||Das FN-CABLE-SFP56-DAC-L1 hat den Formfaktor SFP56 mit 50 Gbit/s."
FN-CABLE-SFP56-DAC-LB5,"Wie lang ist das FN-CABLE-SFP56-DAC-LB5?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP56-DAC-LB5?||Das FN-CABLE-SFP56-DAC-LB5 hat den Formfaktor SFP56 mit 50 Gbit/s."
FG-CABLE-SR10-SFP+,"Sind Transceiver im Lieferumfang enthalten?||Nein. Bei diesem optischen Breakout-Kabel sind die Transceiver nicht enthalten und separat zu beschaffen.##Wie lang ist das FG-CABLE-SR10-SFP+?||Das Kabel hat eine Länge von 1 m.##Welche Länge hat das FG-CABLE-SR10-SFP+?||Das FG-CABLE-SR10-SFP+ hat eine feste Länge von 1 m."
FG-CABLE-SR10-SFP+5,"Sind Transceiver im Lieferumfang enthalten?||Nein. Bei diesem optischen Breakout-Kabel sind die Transceiver nicht enthalten und separat zu beschaffen.##Wie lang ist das FG-CABLE-SR10-SFP+5?||Das Kabel hat eine Länge von 5 m.##Welche Länge hat das FG-CABLE-SR10-SFP+5?||Das FG-CABLE-SR10-SFP+5 hat eine feste Länge von 5 m."
FN-CABLE-QSFP28-1,"Wie lang ist das FN-CABLE-QSFP28-1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-1?||Das FN-CABLE-QSFP28-1 hat den Formfaktor QSFP28 mit 100 Gbit/s."
FN-CABLE-QSFP28-2,"Wie lang ist das FN-CABLE-QSFP28-2?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-2?||Das FN-CABLE-QSFP28-2 hat den Formfaktor QSFP28 mit 100 Gbit/s."
FN-CABLE-QSFP28-3,"Wie lang ist das FN-CABLE-QSFP28-3?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-3?||Das FN-CABLE-QSFP28-3 hat den Formfaktor QSFP28 mit 100 Gbit/s."
FN-CABLE-QSFP28-5,"Wie lang ist das FN-CABLE-QSFP28-5?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP28-5?||Das FN-CABLE-QSFP28-5 hat den Formfaktor QSFP28 mit 100 Gbit/s."
FN-CABLE-QSFP28-4SFP28-1,"Wie lang ist das FN-CABLE-QSFP28-4SFP28-1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 4x 25 GE SFP28 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
FN-CABLE-QSFP28-4SFP28-3,"Wie lang ist das FN-CABLE-QSFP28-4SFP28-3?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 4x 25 GE SFP28 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
FN-CABLE-QSFP28-4SFP28-5,"Wie lang ist das FN-CABLE-QSFP28-4SFP28-5?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 4x 25 GE SFP28 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
FN-CABLE-QSFP56-DAC-L1,"Wie lang ist das FN-CABLE-QSFP56-DAC-L1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP56-DAC-L1?||Das FN-CABLE-QSFP56-DAC-L1 hat den Formfaktor QSFP56 mit 200 Gbit/s."
FN-CABLE-QSFP56-DAC-LB5,"Wie lang ist das FN-CABLE-QSFP56-DAC-LB5?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFP56-DAC-LB5?||Das FN-CABLE-QSFP56-DAC-LB5 hat den Formfaktor QSFP56 mit 200 Gbit/s."
FN-CABLE-QSFPDD-DAC-01,"Wie lang ist das FN-CABLE-QSFPDD-DAC-01?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-DAC-01?||Das FN-CABLE-QSFPDD-DAC-01 hat den Formfaktor QSFP-DD mit 400 Gbit/s."
FN-CABLE-QSFPDD-DAC-B5,"Wie lang ist das FN-CABLE-QSFPDD-DAC-B5?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-DAC-B5?||Das FN-CABLE-QSFPDD-DAC-B5 hat den Formfaktor QSFP-DD mit 400 Gbit/s."
FN-CABLE-QSFPDD-AOC-03,"Wie lang ist das FN-CABLE-QSFPDD-AOC-03?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel Strom?||Die aktive Elektronik wird über die Ports versorgt; ein externes Netzteil ist nicht nötig.##Welche Datenrate und Bauform hat das FN-CABLE-QSFPDD-AOC-03?||Das FN-CABLE-QSFPDD-AOC-03 hat den Formfaktor QSFP-DD mit 400 Gbit/s."
FN-CABLE-QSFPDD-2QSFP56-L1,"Wie lang ist das FN-CABLE-QSFPDD-2QSFP56-L1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 2x 200 GE QSFP56 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
FN-CABLE-QSFPDD-2QSFP56-LB5,"Wie lang ist das FN-CABLE-QSFPDD-2QSFP56-LB5?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 2x 200 GE QSFP56 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
FN-CABLE-QSFPDD-8SFP56-L1,"Wie lang ist das FN-CABLE-QSFPDD-8SFP56-L1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 8x 50 GE SFP56 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
FN-CABLE-QSFPDD-8SFP56-LB5,"Wie lang ist das FN-CABLE-QSFPDD-8SFP56-LB5?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Wozu dient das Breakout-Kabel?||Es teilt einen Port in 8x 50 GE SFP56 auf und verbindet so ein Highspeed-Gerät mit mehreren langsameren Ports."
