Artikelnummer,Attributname,Attributwert
A-O400-Q400-30M,FAQ,"Welche Datenrate und Bauform hat das A-O400-Q400-30M?||Das A-O400-Q400-30M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-Q400-30M?||Das A-O400-Q400-30M hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-Q400-30M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-Q400-30M?||Das A-O400-Q400-30M ist als OSFP auf QSFP112 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-Q400-30M?||Das A-O400-Q400-30M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-Q400-30M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-Q400-30M mit Arista-Geräten kompatibel?||Das A-O400-Q400-30M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-1M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-1M?||Das A-O400-2Q200-1M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-1M?||Das A-O400-2Q200-1M hat eine feste Länge von 1 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-1M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-1M?||Das A-O400-2Q200-1M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-1M?||Das A-O400-2Q200-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-1M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-1M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-3M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-3M?||Das A-O400-2Q200-3M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-3M?||Das A-O400-2Q200-3M hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-3M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-3M?||Das A-O400-2Q200-3M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-3M?||Das A-O400-2Q200-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-3M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-3M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-5M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-5M?||Das A-O400-2Q200-5M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-5M?||Das A-O400-2Q200-5M hat eine feste Länge von 5 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-5M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-5M?||Das A-O400-2Q200-5M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-5M?||Das A-O400-2Q200-5M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-5M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-5M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-5M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-7M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-7M?||Das A-O400-2Q200-7M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-7M?||Das A-O400-2Q200-7M hat eine feste Länge von 7 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-7M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-7M?||Das A-O400-2Q200-7M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-7M?||Das A-O400-2Q200-7M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-7M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-7M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-7M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-10M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-10M?||Das A-O400-2Q200-10M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-10M?||Das A-O400-2Q200-10M hat eine feste Länge von 10 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-10M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-10M?||Das A-O400-2Q200-10M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-10M?||Das A-O400-2Q200-10M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-10M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-10M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-10M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-15M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-15M?||Das A-O400-2Q200-15M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-15M?||Das A-O400-2Q200-15M hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-15M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-15M?||Das A-O400-2Q200-15M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-15M?||Das A-O400-2Q200-15M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-15M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-15M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-15M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-20M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-20M?||Das A-O400-2Q200-20M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-20M?||Das A-O400-2Q200-20M hat eine feste Länge von 20 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-20M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-20M?||Das A-O400-2Q200-20M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-20M?||Das A-O400-2Q200-20M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-20M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-20M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-20M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-25M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-25M?||Das A-O400-2Q200-25M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-25M?||Das A-O400-2Q200-25M hat eine feste Länge von 25 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-25M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-25M?||Das A-O400-2Q200-25M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-25M?||Das A-O400-2Q200-25M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-25M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-25M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-25M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-O400-2Q200-30M,FAQ,"Welche Datenrate und Bauform hat das A-O400-2Q200-30M?||Das A-O400-2Q200-30M ist ein OSFP-Kabel mit 400 Gbit/s.##Welche Länge hat das A-O400-2Q200-30M?||Das A-O400-2Q200-30M hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O400-2Q200-30M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O400-2Q200-30M?||Das A-O400-2Q200-30M ist als OSFP auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-O400-2Q200-30M?||Das A-O400-2Q200-30M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O400-2Q200-30M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O400-2Q200-30M mit Arista-Geräten kompatibel?||Das A-O400-2Q200-30M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-VSR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-VSR4?||Das OSFP-400G-VSR4 ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-VSR4.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-VSR4?||Das OSFP-400G-VSR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-VSR4?||Laut Spezifikation erreicht das OSFP-400G-VSR4 bis zu 50 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-VSR4 ist für parallele Multimode-Glasfaser (MMF) (OM4) ausgelegt.##Unterstützt das OSFP-400G-VSR4 DOM/DDM?||Ja, das OSFP-400G-VSR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-VSR4?||Das OSFP-400G-VSR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-VSR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das OSFP-400G-VSR4 mit Arista-Geräten kompatibel?||Das OSFP-400G-VSR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-SR8,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-SR8?||Das OSFP-400G-SR8 ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-SR8.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-SR8?||Das OSFP-400G-SR8 hat den Formfaktor OSFP mit MPO-16-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-SR8?||Laut Spezifikation erreicht das OSFP-400G-SR8 bis zu 100 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-SR8 ist für parallele Multimode-Glasfaser (MMF) (OM4) ausgelegt.##Unterstützt das OSFP-400G-SR8 DOM/DDM?||Ja, das OSFP-400G-SR8 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-SR8?||Das OSFP-400G-SR8 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-SR8 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das OSFP-400G-SR8 mit Arista-Geräten kompatibel?||Das OSFP-400G-SR8 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-SR8-C,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-SR8-C?||Das OSFP-400G-SR8-C ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-SR8.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-SR8-C?||Das OSFP-400G-SR8-C hat den Formfaktor OSFP mit MPO-16-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-SR8-C?||Laut Spezifikation erreicht das OSFP-400G-SR8-C bis zu 100 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-SR8-C ist für parallele Multimode-Glasfaser (MMF) (OM4) ausgelegt.##Unterstützt das OSFP-400G-SR8-C DOM/DDM?||Ja, das OSFP-400G-SR8-C unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-SR8-C?||Das OSFP-400G-SR8-C ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-SR8-C typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das OSFP-400G-SR8-C mit Arista-Geräten kompatibel?||Das OSFP-400G-SR8-C ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-SRBD,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-SRBD?||Das OSFP-400G-SRBD ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-BIDI.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-SRBD?||Das OSFP-400G-SRBD hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-SRBD?||Laut Spezifikation erreicht das OSFP-400G-SRBD bis zu 100 m (Wellenlänge 850 / 910 nm (BiDi, MMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-SRBD ist für parallele Multimode-Glasfaser (MMF) (OM3/OM4) ausgelegt.##Unterstützt das OSFP-400G-SRBD DOM/DDM?||Ja, das OSFP-400G-SRBD unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-SRBD?||Das OSFP-400G-SRBD ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-SRBD typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das OSFP-400G-SRBD mit Arista-Geräten kompatibel?||Das OSFP-400G-SRBD ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-DR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-DR4?||Das OSFP-400G-DR4 ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-DR4.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-DR4?||Das OSFP-400G-DR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-DR4?||Laut Spezifikation erreicht das OSFP-400G-DR4 bis zu 500 m (Wellenlänge 1310 nm (parallele SMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-DR4 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-DR4 DOM/DDM?||Ja, das OSFP-400G-DR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-DR4?||Das OSFP-400G-DR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-DR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das OSFP-400G-DR4 mit Arista-Geräten kompatibel?||Das OSFP-400G-DR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-XDR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-XDR4?||Das OSFP-400G-XDR4 ist ein OSFP-Modul mit 400 Gbit/s nach 100GBASE-FR.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-XDR4?||Das OSFP-400G-XDR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-XDR4?||Laut Spezifikation erreicht das OSFP-400G-XDR4 bis zu 2 km (Wellenlänge 1310 nm (parallele SMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-XDR4 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-XDR4 DOM/DDM?||Ja, das OSFP-400G-XDR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-XDR4?||Das OSFP-400G-XDR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-XDR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-400G-XDR4 mit Arista-Geräten kompatibel?||Das OSFP-400G-XDR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-XDR4-S,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-XDR4-S?||Das OSFP-400G-XDR4-S ist ein OSFP-Modul mit 400 Gbit/s nach 100GBASE-FR.##Welche Reichweite erreicht das OSFP-400G-XDR4-S?||Laut Spezifikation erreicht das OSFP-400G-XDR4-S bis zu 2 km (Wellenlänge 1310 nm (parallele SMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-XDR4-S ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-XDR4-S DOM/DDM?||Ja, das OSFP-400G-XDR4-S unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-XDR4-S?||Das OSFP-400G-XDR4-S ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-XDR4-S typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-400G-XDR4-S mit Arista-Geräten kompatibel?||Das OSFP-400G-XDR4-S ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-PLR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-PLR4?||Das OSFP-400G-PLR4 ist ein OSFP-Modul mit 400 Gbit/s nach 100GBASE-LR.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-PLR4?||Das OSFP-400G-PLR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-PLR4?||Laut Spezifikation erreicht das OSFP-400G-PLR4 bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-PLR4 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-PLR4 DOM/DDM?||Ja, das OSFP-400G-PLR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-PLR4?||Das OSFP-400G-PLR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-PLR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-400G-PLR4 mit Arista-Geräten kompatibel?||Das OSFP-400G-PLR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-PLR4-S,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-PLR4-S?||Das OSFP-400G-PLR4-S ist ein OSFP-Modul mit 400 Gbit/s nach 100GBASE-LR.##Welche Reichweite erreicht das OSFP-400G-PLR4-S?||Laut Spezifikation erreicht das OSFP-400G-PLR4-S bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-PLR4-S ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-PLR4-S DOM/DDM?||Ja, das OSFP-400G-PLR4-S unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-PLR4-S?||Das OSFP-400G-PLR4-S ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-PLR4-S typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-400G-PLR4-S mit Arista-Geräten kompatibel?||Das OSFP-400G-PLR4-S ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-FR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-FR4?||Das OSFP-400G-FR4 ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-FR4.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-FR4?||Das OSFP-400G-FR4 hat den Formfaktor OSFP mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-FR4?||Laut Spezifikation erreicht das OSFP-400G-FR4 bis zu 2 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-FR4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-FR4 DOM/DDM?||Ja, das OSFP-400G-FR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-FR4?||Das OSFP-400G-FR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-FR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-400G-FR4 mit Arista-Geräten kompatibel?||Das OSFP-400G-FR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-LR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-LR4?||Das OSFP-400G-LR4 ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-LR4.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-LR4?||Das OSFP-400G-LR4 hat den Formfaktor OSFP mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-LR4?||Laut Spezifikation erreicht das OSFP-400G-LR4 bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-LR4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-LR4 DOM/DDM?||Ja, das OSFP-400G-LR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-LR4?||Das OSFP-400G-LR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-LR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-400G-LR4 mit Arista-Geräten kompatibel?||Das OSFP-400G-LR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-400G-LR8,FAQ,"Welche Datenrate und Bauform hat das OSFP-400G-LR8?||Das OSFP-400G-LR8 ist ein OSFP-Modul mit 400 Gbit/s nach 400GBASE-LR8.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-400G-LR8?||Das OSFP-400G-LR8 hat den Formfaktor OSFP mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das OSFP-400G-LR8?||Laut Spezifikation erreicht das OSFP-400G-LR8 bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 8 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-400G-LR8 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-400G-LR8 DOM/DDM?||Ja, das OSFP-400G-LR8 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-400G-LR8?||Das OSFP-400G-LR8 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-400G-LR8 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-400G-LR8 mit Arista-Geräten kompatibel?||Das OSFP-400G-LR8 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
