Artikelnummer,Attributname,Attributwert
S4B43A,FAQ,"Welche Datenrate und Bauform hat das S4B43A?||Das S4B43A ist ein QSFP56-Modul mit 200 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S4B43A?||Das S4B43A hat den Formfaktor QSFP56 mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das S4B43A?||Laut Spezifikation erreicht das S4B43A bis zu 100 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das S4B43A ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das S4B43A DOM/DDM?||Ja, das S4B43A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S4B43A?||Das S4B43A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B43A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das S4B43A mit HPE-Geräten kompatibel?||Das S4B43A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S4B36A,FAQ,"Welche Datenrate und Bauform hat das S4B36A?||Das S4B36A ist ein QSFP56-Modul mit 200 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S4B36A?||Das S4B36A hat den Formfaktor QSFP56 mit LC-Schnittstelle.##Welche Reichweite erreicht das S4B36A?||Laut Spezifikation erreicht das S4B36A bis zu 1 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das S4B36A ist für Glasfaser ausgelegt.##Unterstützt das S4B36A DOM/DDM?||Ja, das S4B36A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S4B36A?||Das S4B36A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B36A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das S4B36A mit HPE-Geräten kompatibel?||Das S4B36A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S4B37A,FAQ,"Welche Datenrate und Bauform hat das S4B37A?||Das S4B37A ist ein QSFP56-Modul mit 200 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S4B37A?||Das S4B37A hat den Formfaktor QSFP56 mit LC-Schnittstelle.##Welche Reichweite erreicht das S4B37A?||Laut Spezifikation erreicht das S4B37A bis zu 2.5 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das S4B37A ist für Glasfaser ausgelegt.##Unterstützt das S4B37A DOM/DDM?||Ja, das S4B37A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S4B37A?||Das S4B37A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B37A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das S4B37A mit HPE-Geräten kompatibel?||Das S4B37A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S4B39A,FAQ,"Welche Datenrate und Bauform hat das S4B39A?||Das S4B39A ist ein QSFP-DD-Kabel mit 200 Gbit/s.##Welche Länge hat das S4B39A?||Das S4B39A hat eine feste Länge von 2 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das S4B39A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das S4B39A?||Das S4B39A ist als QSFP-DD auf 8x SFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das S4B39A?||Das S4B39A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B39A typischerweise eingesetzt?||Typischer Einsatz: 8x SFP28.##Ist das S4B39A mit HPE-Geräten kompatibel?||Das S4B39A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S4B40A,FAQ,"Welche Datenrate und Bauform hat das S4B40A?||Das S4B40A ist ein QSFP-DD-Kabel mit 200 Gbit/s.##Welche Länge hat das S4B40A?||Das S4B40A hat eine feste Länge von 3 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das S4B40A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das S4B40A?||Das S4B40A ist als QSFP-DD auf 8x SFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das S4B40A?||Das S4B40A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B40A typischerweise eingesetzt?||Typischer Einsatz: 8x SFP28.##Ist das S4B40A mit HPE-Geräten kompatibel?||Das S4B40A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B60A,FAQ,"Welche Datenrate und Bauform hat das R9B60A?||Das R9B60A ist ein QSFP-DD-Kabel mit 200 Gbit/s.##Welche Länge hat das R9B60A?||Das R9B60A hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B60A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B60A?||Das R9B60A ist als QSFP-DD auf 2x QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B60A?||Das R9B60A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B60A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP28.##Ist das R9B60A mit HPE-Geräten kompatibel?||Das R9B60A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B58A,FAQ,"Welche Datenrate und Bauform hat das R9B58A?||Das R9B58A ist ein QSFP-DD-Kabel mit 200 Gbit/s.##Welche Länge hat das R9B58A?||Das R9B58A hat eine feste Länge von 7 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B58A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B58A?||Das R9B58A ist als QSFP-DD auf 2x QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B58A?||Das R9B58A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B58A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP28.##Ist das R9B58A mit HPE-Geräten kompatibel?||Das R9B58A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B62A,FAQ,"Welche Datenrate und Bauform hat das R9B62A?||Das R9B62A ist ein QSFP-DD-Kabel mit 200 Gbit/s.##Welche Länge hat das R9B62A?||Das R9B62A hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B62A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B62A?||Das R9B62A ist als QSFP-DD auf 2x QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B62A?||Das R9B62A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B62A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP28.##Ist das R9B62A mit HPE-Geräten kompatibel?||Das R9B62A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B61A,FAQ,"Welche Datenrate und Bauform hat das R9B61A?||Das R9B61A ist ein QSFP-DD-Kabel mit 200 Gbit/s.##Welche Länge hat das R9B61A?||Das R9B61A hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B61A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B61A?||Das R9B61A ist als QSFP-DD auf 2x QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B61A?||Das R9B61A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B61A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP28.##Ist das R9B61A mit HPE-Geräten kompatibel?||Das R9B61A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B59A,FAQ,"Welche Datenrate und Bauform hat das R9B59A?||Das R9B59A ist ein QSFP-DD-Kabel mit 200 Gbit/s.##Welche Länge hat das R9B59A?||Das R9B59A hat eine feste Länge von 50 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B59A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B59A?||Das R9B59A ist als QSFP-DD auf 2x QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B59A?||Das R9B59A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B59A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP28.##Ist das R9B59A mit HPE-Geräten kompatibel?||Das R9B59A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R6F24A,FAQ,"Welche Datenrate und Bauform hat das R6F24A?||Das R6F24A ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das R6F24A?||Das R6F24A hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das R6F24A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R6F24A?||Das R6F24A ist als QSFP56 auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R6F24A?||Das R6F24A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R6F24A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R6F24A mit HPE-Geräten kompatibel?||Das R6F24A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R6F25A,FAQ,"Welche Datenrate und Bauform hat das R6F25A?||Das R6F25A ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das R6F25A?||Das R6F25A hat eine feste Länge von 5 m (Aktives optisches Kabel (AOC)).##Benötigt das R6F25A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R6F25A?||Das R6F25A ist als QSFP56 auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R6F25A?||Das R6F25A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R6F25A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R6F25A mit HPE-Geräten kompatibel?||Das R6F25A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R6F26A,FAQ,"Welche Datenrate und Bauform hat das R6F26A?||Das R6F26A ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das R6F26A?||Das R6F26A hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das R6F26A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R6F26A?||Das R6F26A ist als QSFP56 auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R6F26A?||Das R6F26A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R6F26A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R6F26A mit HPE-Geräten kompatibel?||Das R6F26A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R6F27A,FAQ,"Welche Datenrate und Bauform hat das R6F27A?||Das R6F27A ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das R6F27A?||Das R6F27A hat eine feste Länge von 2.5 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das R6F27A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das R6F27A?||Das R6F27A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R6F27A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das R6F27A mit HPE-Geräten kompatibel?||Das R6F27A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
JL309A,FAQ,"Welche Datenrate und Bauform hat das JL309A?||Das JL309A ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das JL309A?||Das JL309A hat den Formfaktor QSFP28 mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das JL309A?||Laut Spezifikation erreicht das JL309A bis zu 100 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das JL309A ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das JL309A DOM/DDM?||Ja, das JL309A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das JL309A?||Das JL309A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das JL309A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das JL309A mit HPE-Geräten kompatibel?||Das JL309A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R0Z30A,FAQ,"Welche Datenrate und Bauform hat das R0Z30A?||Das R0Z30A ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das R0Z30A?||Das R0Z30A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das R0Z30A?||Laut Spezifikation erreicht das R0Z30A bis zu 2 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das R0Z30A ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das R0Z30A DOM/DDM?||Ja, das R0Z30A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das R0Z30A?||Das R0Z30A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R0Z30A typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das R0Z30A mit HPE-Geräten kompatibel?||Das R0Z30A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B63A,FAQ,"Welche Datenrate und Bauform hat das R9B63A?||Das R9B63A ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das R9B63A?||Das R9B63A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welcher Fasertyp ist erforderlich?||Das R9B63A ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das R9B63A DOM/DDM?||Ja, das R9B63A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das R9B63A?||Das R9B63A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B63A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Campus.##Ist das R9B63A mit HPE-Geräten kompatibel?||Das R9B63A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
JL310A,FAQ,"Welche Datenrate und Bauform hat das JL310A?||Das JL310A ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das JL310A?||Das JL310A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das JL310A?||Laut Spezifikation erreicht das JL310A bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das JL310A ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das JL310A DOM/DDM?||Ja, das JL310A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das JL310A?||Das JL310A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das JL310A typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das JL310A mit HPE-Geräten kompatibel?||Das JL310A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S6H32A,FAQ,"Welche Datenrate und Bauform hat das S6H32A?||Das S6H32A ist ein QSFP28-Modul mit 100 Gbit/s nach TAA.##Welchen Stecker und welche Schnittstelle nutzt das S6H32A?||Das S6H32A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das S6H32A?||Laut Spezifikation erreicht das S6H32A bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das S6H32A ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das S6H32A DOM/DDM?||Ja, das S6H32A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S6H32A?||Das S6H32A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S6H32A typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das S6H32A mit HPE-Geräten kompatibel?||Das S6H32A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S3N89A,FAQ,"Welche Datenrate und Bauform hat das S3N89A?||Das S3N89A ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S3N89A?||Das S3N89A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das S3N89A?||Laut Spezifikation erreicht das S3N89A bis zu 10 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das S3N89A ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das S3N89A DOM/DDM?||Ja, das S3N89A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S3N89A?||Das S3N89A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S3N89A typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das S3N89A mit HPE-Geräten kompatibel?||Das S3N89A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
JL743A,FAQ,"Welche Datenrate und Bauform hat das JL743A?||Das JL743A ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das JL743A?||Das JL743A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das JL743A?||Laut Spezifikation erreicht das JL743A bis zu 40 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das JL743A ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das JL743A DOM/DDM?||Ja, das JL743A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das JL743A?||Das JL743A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das JL743A typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das JL743A mit HPE-Geräten kompatibel?||Das JL743A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S6H33A,FAQ,"Welche Datenrate und Bauform hat das S6H33A?||Das S6H33A ist ein QSFP28-Modul mit 100 Gbit/s nach TAA.##Welchen Stecker und welche Schnittstelle nutzt das S6H33A?||Das S6H33A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das S6H33A?||Laut Spezifikation erreicht das S6H33A bis zu 40 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das S6H33A ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das S6H33A DOM/DDM?||Ja, das S6H33A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S6H33A?||Das S6H33A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S6H33A typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das S6H33A mit HPE-Geräten kompatibel?||Das S6H33A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
845972-B21,FAQ,"Welche Datenrate und Bauform hat das 845972-B21?||Das 845972-B21 ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das 845972-B21?||Das 845972-B21 hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das 845972-B21?||Laut Spezifikation erreicht das 845972-B21 bis zu 100 m (OM4) (Wellenlänge 855/908 nm).##Welcher Fasertyp ist erforderlich?||Das 845972-B21 ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das 845972-B21 DOM/DDM?||Ja, das 845972-B21 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das 845972-B21?||Das 845972-B21 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das 845972-B21 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das 845972-B21 mit HPE-Geräten kompatibel?||Das 845972-B21 ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S4B44A,FAQ,"Welche Datenrate und Bauform hat das S4B44A?||Das S4B44A ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S4B44A?||Das S4B44A hat den Formfaktor QSFP28 mit LC-Schnittstelle.##Welche Reichweite erreicht das S4B44A?||Laut Spezifikation erreicht das S4B44A bis zu 100 m (Wellenlänge 850/910 nm).##Welcher Fasertyp ist erforderlich?||Das S4B44A ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das S4B44A DOM/DDM?||Ja, das S4B44A unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S4B44A?||Das S4B44A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B44A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das S4B44A mit HPE-Geräten kompatibel?||Das S4B44A ist eine HPE-Optik-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R0Z25A,FAQ,"Welche Datenrate und Bauform hat das R0Z25A?||Das R0Z25A ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das R0Z25A?||Das R0Z25A hat eine feste Länge von 1 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das R0Z25A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das R0Z25A?||Das R0Z25A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R0Z25A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das R0Z25A mit HPE-Geräten kompatibel?||Das R0Z25A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
JL307A,FAQ,"Welche Datenrate und Bauform hat das JL307A?||Das JL307A ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das JL307A?||Das JL307A hat eine feste Länge von 3 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das JL307A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das JL307A?||Das JL307A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das JL307A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das JL307A mit HPE-Geräten kompatibel?||Das JL307A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R0Z26A,FAQ,"Welche Datenrate und Bauform hat das R0Z26A?||Das R0Z26A ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das R0Z26A?||Das R0Z26A hat eine feste Länge von 5 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das R0Z26A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##In welchem Temperaturbereich arbeitet das R0Z26A?||Das R0Z26A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R0Z26A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das R0Z26A mit HPE-Geräten kompatibel?||Das R0Z26A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
